town,county,office,district,party,candidate,winner,votes
Manchester,Hillsborough,Executive Council,4,R,Robert Burns,False,15289
Northwood,Rockingham,Executive Council,4,R,Robert Burns,False,1006
Nottingham,Rockingham,Executive Council,4,R,Robert Burns,False,1161
Pembroke,Merrimack,Executive Council,4,R,Robert Burns,False,1357
Pittsfield,Merrimack,Executive Council,4,R,Robert Burns,False,811
Allenstown,Merrimack,Executive Council,4,,Scatter,False,0
Auburn,Rockingham,Executive Council,4,,Scatter,False,0
Barrington,Strafford,Executive Council,4,,Scatter,False,0
Bedford,Hillsborough,Executive Council,4,,Scatter,False,2
Bow,Merrimack,Executive Council,4,,Scatter,False,4
Candia,Rockingham,Executive Council,4,,Scatter,False,2
Chichester,Merrimack,Executive Council,4,,Scatter,False,1
Deerfield,Rockingham,Executive Council,4,,Scatter,False,1
Epsom,Merrimack,Executive Council,4,,Scatter,False,1
Goffstown,Hillsborough,Executive Council,4,,Scatter,False,9
Hooksett,Merrimack,Executive Council,4,,Scatter,False,1
Lee,Strafford,Executive Council,4,,Scatter,False,3
Londonderry,Rockingham,Executive Council,4,,Scatter,False,4
Loudon,Merrimack,Executive Council,4,,Scatter,False,1
Manchester,Hillsborough,Executive Council,4,,Scatter,False,55
Northwood,Rockingham,Executive Council,4,,Scatter,False,0
Nottingham,Rockingham,Executive Council,4,,Scatter,False,1
Pembroke,Merrimack,Executive Council,4,,Scatter,False,0
Pittsfield,Merrimack,Executive Council,4,,Scatter,False,0
Amherst,Hillsborough,Executive Council,5,R,David K. Wheeler,False,3504
Antrim,Hillsborough,Executive Council,5,R,David K. Wheeler,False,635
Bennington,Hillsborough,Executive Council,5,R,David K. Wheeler,False,378
Brookline,Hillsborough,Executive Council,5,R,David K. Wheeler,False,1441
Deering,Hillsborough,Executive Council,5,R,David K. Wheeler,False,497
Dunbarton,Merrimack,Executive Council,5,R,David K. Wheeler,False,933
Fitzwilliam,Cheshire,Executive Council,5,R,David K. Wheeler,False,539
Francestown,Hillsborough,Executive Council,5,R,David K. Wheeler,False,480
Greenfield,Hillsborough,Executive Council,5,R,David K. Wheeler,False,399
Greenville,Hillsborough,Executive Council,5,R,David K. Wheeler,False,428
Hillsborough,Hillsborough,Executive Council,5,R,David K. Wheeler,False,1213
Hollis,Hillsborough,Executive Council,5,R,David K. Wheeler,False,2401
Hudson,Hillsborough,Executive Council,5,R,David K. Wheeler,False,5637
Jaffrey,Cheshire,Executive Council,5,R,David K. Wheeler,False,1206
Litchfield,Hillsborough,Executive Council,5,R,David K. Wheeler,False,2318
Lyndeborough,Hillsborough,Executive Council,5,R,David K. Wheeler,False,461
Mason,Hillsborough,Executive Council,5,R,David K. Wheeler,False,460
Merrimack,Hillsborough,Executive Council,5,R,David K. Wheeler,False,6486
Milford,Hillsborough,Executive Council,5,R,David K. Wheeler,False,3746
Mont Vernon,Hillsborough,Executive Council,5,R,David K. Wheeler,False,746
Nashua,Hillsborough,Executive Council,5,R,David K. Wheeler,False,14519
New Boston,Hillsborough,Executive Council,5,R,David K. Wheeler,False,1637
New Ipswich,Hillsborough,Executive Council,5,R,David K. Wheeler,False,1648
Peterborough,Hillsborough,Executive Council,5,R,David K. Wheeler,False,1257
Richmond,Cheshire,Executive Council,5,R,David K. Wheeler,False,344
Rindge,Cheshire,Executive Council,5,R,David K. Wheeler,False,1705
Sharon,Hillsborough,Executive Council,5,R,David K. Wheeler,False,95
Swanzey,Cheshire,Executive Council,5,R,David K. Wheeler,False,1446
Temple,Hillsborough,Executive Council,5,R,David K. Wheeler,False,387
Troy,Cheshire,Executive Council,5,R,David K. Wheeler,False,428
Weare,Hillsborough,Executive Council,5,R,David K. Wheeler,False,2497
Wilton,Hillsborough,Executive Council,5,R,David K. Wheeler,False,969
Windsor,Hillsborough,Executive Council,5,R,David K. Wheeler,False,56
Amherst,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,3185
Antrim,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,707
Bennington,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,338
Brookline,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,1248
Deering,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,442
Dunbarton,Merrimack,Executive Council,5,D,Debora B. Pignatelli,True,695
Fitzwilliam,Cheshire,Executive Council,5,D,Debora B. Pignatelli,True,683
Francestown,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,489
Greenfield,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,445
Greenville,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,461
Hillsborough,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,1326
Hollis,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,2327
Hudson,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,5055
Jaffrey,Cheshire,Executive Council,5,D,Debora B. Pignatelli,True,1418
Litchfield,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,1763
Lyndeborough,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,492
Mason,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,314
Merrimack,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,6779
Milford,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,3532
Mont Vernon,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,665
Nashua,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,23197
New Boston,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,1258
New Ipswich,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,766
Peterborough,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,2313
Richmond,Cheshire,Executive Council,5,D,Debora B. Pignatelli,True,300
Rindge,Cheshire,Executive Council,5,D,Debora B. Pignatelli,True,1253
Sharon,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,145
Swanzey,Cheshire,Executive Council,5,D,Debora B. Pignatelli,True,1861
Temple,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,411
Troy,Cheshire,Executive Council,5,D,Debora B. Pignatelli,True,499
Weare,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,1761
Wilton,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,1048
Windsor,Hillsborough,Executive Council,5,D,Debora B. Pignatelli,True,40
Amherst,Hillsborough,Executive Council,5,,Scatter,False,2
Antrim,Hillsborough,Executive Council,5,,Scatter,False,0
Bennington,Hillsborough,Executive Council,5,,Scatter,False,0
Brookline,Hillsborough,Executive Council,5,,Scatter,False,0
Deering,Hillsborough,Executive Council,5,,Scatter,False,0
Dunbarton,Merrimack,Executive Council,5,,Scatter,False,0
Fitzwilliam,Cheshire,Executive Council,5,,Scatter,False,0
Francestown,Hillsborough,Executive Council,5,,Scatter,False,0
Greenfield,Hillsborough,Executive Council,5,,Scatter,False,0
Greenville,Hillsborough,Executive Council,5,,Scatter,False,0
Hillsborough,Hillsborough,Executive Council,5,,Scatter,False,3
Hollis,Hillsborough,Executive Council,5,,Scatter,False,4
Hudson,Hillsborough,Executive Council,5,,Scatter,False,4
Jaffrey,Cheshire,Executive Council,5,,Scatter,False,6
Litchfield,Hillsborough,Executive Council,5,,Scatter,False,0
Lyndeborough,Hillsborough,Executive Council,5,,Scatter,False,0
Mason,Hillsborough,Executive Council,5,,Scatter,False,0
Merrimack,Hillsborough,Executive Council,5,,Scatter,False,0
Milford,Hillsborough,Executive Council,5,,Scatter,False,4
Mont Vernon,Hillsborough,Executive Council,5,,Scatter,False,0
Nashua,Hillsborough,Executive Council,5,,Scatter,False,20
New Boston,Hillsborough,Executive Council,5,,Scatter,False,3
New Ipswich,Hillsborough,Executive Council,5,,Scatter,False,1
Peterborough,Hillsborough,Executive Council,5,,Scatter,False,4
Richmond,Cheshire,Executive Council,5,,Scatter,False,0
Rindge,Cheshire,Executive Council,5,,Scatter,False,2
Sharon,Hillsborough,Executive Council,5,,Scatter,False,0
Swanzey,Cheshire,Executive Council,5,,Scatter,False,2
Temple,Hillsborough,Executive Council,5,,Scatter,False,0
Troy,Cheshire,Executive Council,5,,Scatter,False,0
Weare,Hillsborough,Executive Council,5,,Scatter,False,14
Wilton,Hillsborough,Executive Council,5,,Scatter,False,0
Windsor,Hillsborough,Executive Council,5,,Scatter,False,0
