town,county,office,district,party,candidate,winner,votes
New Hampton,Belknap,Governor,,D,Maggie Hassan,True,691
New Ipswich,Hillsborough,Governor,,D,Maggie Hassan,True,874
New London,Merrimack,Governor,,D,Maggie Hassan,True,1732
Newbury,Merrimack,Governor,,D,Maggie Hassan,True,717
Newfields,Rockingham,Governor,,D,Maggie Hassan,True,562
Newington,Rockingham,Governor,,D,Maggie Hassan,True,266
Newmarket,Rockingham,Governor,,D,Maggie Hassan,True,3333
Newport,Sullivan,Governor,,D,Maggie Hassan,True,1466
Newton,Rockingham,Governor,,D,Maggie Hassan,True,1185
North Hampton,Rockingham,Governor,,D,Maggie Hassan,True,1544
Northfield,Merrimack,Governor,,D,Maggie Hassan,True,1265
Northumberland,Coos,Governor,,D,Maggie Hassan,True,594
Northwood,Rockingham,Governor,,D,Maggie Hassan,True,1301
Nottingham,Rockingham,Governor,,D,Maggie Hassan,True,1425
Odell,Coos,Governor,,D,Maggie Hassan,True,0
Orange,Grafton,Governor,,D,Maggie Hassan,True,102
Orford,Grafton,Governor,,D,Maggie Hassan,True,452
Ossipee,Carroll,Governor,,D,Maggie Hassan,True,962
Pelham,Hillsborough,Governor,,D,Maggie Hassan,True,2995
Pembroke,Merrimack,Governor,,D,Maggie Hassan,True,2174
Peterborough,Hillsborough,Governor,,D,Maggie Hassan,True,2501
Piermont,Grafton,Governor,,D,Maggie Hassan,True,254
Pinkham's Grant,Coos,Governor,,D,Maggie Hassan,True,3
Pittsburg,Coos,Governor,,D,Maggie Hassan,True,176
Pittsfield,Merrimack,Governor,,D,Maggie Hassan,True,985
Plainfield,Sullivan,Governor,,D,Maggie Hassan,True,961
Plaistow,Rockingham,Governor,,D,Maggie Hassan,True,1748
Plymouth,Grafton,Governor,,D,Maggie Hassan,True,2154
Portsmouth,Rockingham,Governor,,D,Maggie Hassan,True,8951
Randolph,Coos,Governor,,D,Maggie Hassan,True,161
Raymond,Rockingham,Governor,,D,Maggie Hassan,True,2409
Richmond,Cheshire,Governor,,D,Maggie Hassan,True,338
Rindge,Cheshire,Governor,,D,Maggie Hassan,True,1402
Rochester,Strafford,Governor,,D,Maggie Hassan,True,7897
Rollinsford,Strafford,Governor,,D,Maggie Hassan,True,900
Roxbury,Cheshire,Governor,,D,Maggie Hassan,True,98
Rumney,Grafton,Governor,,D,Maggie Hassan,True,423
Rye,Rockingham,Governor,,D,Maggie Hassan,True,2008
Salem,Rockingham,Governor,,D,Maggie Hassan,True,6219
Salisbury,Merrimack,Governor,,D,Maggie Hassan,True,412
Sanbornton,Belknap,Governor,,D,Maggie Hassan,True,923
Sandown,Rockingham,Governor,,D,Maggie Hassan,True,1423
Sandwich,Carroll,Governor,,D,Maggie Hassan,True,614
Sargent's Purchase,Coos,Governor,,D,Maggie Hassan,True,0
Seabrook,Rockingham,Governor,,D,Maggie Hassan,True,2113
Second College Grant,Coos,Governor,,D,Maggie Hassan,True,0
Sharon,Hillsborough,Governor,,D,Maggie Hassan,True,153
Shelburne,Coos,Governor,,D,Maggie Hassan,True,146
Somersworth,Strafford,Governor,,D,Maggie Hassan,True,3173
South Hampton,Rockingham,Governor,,D,Maggie Hassan,True,270
Springfield,Sullivan,Governor,,D,Maggie Hassan,True,386
Stark,Coos,Governor,,D,Maggie Hassan,True,159
Stewartstown,Coos,Governor,,D,Maggie Hassan,True,145
Stoddard,Cheshire,Governor,,D,Maggie Hassan,True,425
Strafford,Strafford,Governor,,D,Maggie Hassan,True,1318
Stratford,Coos,Governor,,D,Maggie Hassan,True,147
Stratham,Rockingham,Governor,,D,Maggie Hassan,True,2562
Success,Coos,Governor,,D,Maggie Hassan,True,0
Sugar Hill,Grafton,Governor,,D,Maggie Hassan,True,242
Sullivan,Cheshire,Governor,,D,Maggie Hassan,True,228
Sunapee,Sullivan,Governor,,D,Maggie Hassan,True,1006
Surry,Cheshire,Governor,,D,Maggie Hassan,True,287
Sutton,Merrimack,Governor,,D,Maggie Hassan,True,656
Swanzey,Cheshire,Governor,,D,Maggie Hassan,True,2155
Tamworth,Carroll,Governor,,D,Maggie Hassan,True,861
Temple,Hillsborough,Governor,,D,Maggie Hassan,True,465
Thompson & Meserve's Pur.,Coos,Governor,,D,Maggie Hassan,True,0
Thornton,Grafton,Governor,,D,Maggie Hassan,True,779
Tilton,Belknap,Governor,,D,Maggie Hassan,True,1037
Troy,Cheshire,Governor,,D,Maggie Hassan,True,587
Tuftonboro,Carroll,Governor,,D,Maggie Hassan,True,724
Unity,Sullivan,Governor,,D,Maggie Hassan,True,414
Wakefield,Carroll,Governor,,D,Maggie Hassan,True,1203
Walpole,Cheshire,Governor,,D,Maggie Hassan,True,1327
Warner,Merrimack,Governor,,D,Maggie Hassan,True,949
Warren,Grafton,Governor,,D,Maggie Hassan,True,243
Washington,Sullivan,Governor,,D,Maggie Hassan,True,279
Waterville Valley,Grafton,Governor,,D,Maggie Hassan,True,125
Weare,Hillsborough,Governor,,D,Maggie Hassan,True,2189
Webster,Merrimack,Governor,,D,Maggie Hassan,True,634
Wentworth,Grafton,Governor,,D,Maggie Hassan,True,230
Wentworth's Location,Coos,Governor,,D,Maggie Hassan,True,4
Westmoreland,Cheshire,Governor,,D,Maggie Hassan,True,670
Whitefield,Coos,Governor,,D,Maggie Hassan,True,633
Wilmot,Merrimack,Governor,,D,Maggie Hassan,True,508
Wilton,Hillsborough,Governor,,D,Maggie Hassan,True,1181
Winchester,Cheshire,Governor,,D,Maggie Hassan,True,1133
Windham,Rockingham,Governor,,D,Maggie Hassan,True,3160
Windsor,Hillsborough,Governor,,D,Maggie Hassan,True,37
Wolfeboro,Carroll,Governor,,D,Maggie Hassan,True,1953
Woodstock,Grafton,Governor,,D,Maggie Hassan,True,448
Acworth,Sullivan,Governor,,LIB,John J. Babiarz,False,18
Albany,Carroll,Governor,,LIB,John J. Babiarz,False,19
Alexandria,Grafton,Governor,,LIB,John J. Babiarz,False,36
Allenstown,Merrimack,Governor,,LIB,John J. Babiarz,False,64
Alstead,Cheshire,Governor,,LIB,John J. Babiarz,False,34
Alton,Belknap,Governor,,LIB,John J. Babiarz,False,54
Amherst,Hillsborough,Governor,,LIB,John J. Babiarz,False,186
Andover,Merrimack,Governor,,LIB,John J. Babiarz,False,43
Antrim,Hillsborough,Governor,,LIB,John J. Babiarz,False,45
Ashland,Grafton,Governor,,LIB,John J. Babiarz,False,48
At. & Gil. Academy Grant,Coos,Governor,,LIB,John J. Babiarz,False,0
Atkinson,Rockingham,Governor,,LIB,John J. Babiarz,False,149
Auburn,Rockingham,Governor,,LIB,John J. Babiarz,False,54
Barnstead,Belknap,Governor,,LIB,John J. Babiarz,False,72
Barrington,Strafford,Governor,,LIB,John J. Babiarz,False,135
Bartlett,Carroll,Governor,,LIB,John J. Babiarz,False,40
Bath,Grafton,Governor,,LIB,John J. Babiarz,False,13
Bean's Grant,Coos,Governor,,LIB,John J. Babiarz,False,0
Bean's Purchase,Coos,Governor,,LIB,John J. Babiarz,False,0
Bedford,Hillsborough,Governor,,LIB,John J. Babiarz,False,184
Belmont,Belknap,Governor,,LIB,John J. Babiarz,False,105
Bennington,Hillsborough,Governor,,LIB,John J. Babiarz,False,31
Benton,Grafton,Governor,,LIB,John J. Babiarz,False,10
Berlin,Coos,Governor,,LIB,John J. Babiarz,False,85
Bethlehem,Grafton,Governor,,LIB,John J. Babiarz,False,39
Boscawen,Merrimack,Governor,,LIB,John J. Babiarz,False,72
Bow,Merrimack,Governor,,LIB,John J. Babiarz,False,76
Bradford,Merrimack,Governor,,LIB,John J. Babiarz,False,24
Brentwood,Rockingham,Governor,,LIB,John J. Babiarz,False,57
Bridgewater,Grafton,Governor,,LIB,John J. Babiarz,False,23
Bristol,Grafton,Governor,,LIB,John J. Babiarz,False,67
Brookfield,Carroll,Governor,,LIB,John J. Babiarz,False,15
Brookline,Hillsborough,Governor,,LIB,John J. Babiarz,False,85
Cambridge,Coos,Governor,,LIB,John J. Babiarz,False,0
Campton,Grafton,Governor,,LIB,John J. Babiarz,False,54
Canaan,Grafton,Governor,,LIB,John J. Babiarz,False,82
Candia,Rockingham,Governor,,LIB,John J. Babiarz,False,49
Canterbury,Merrimack,Governor,,LIB,John J. Babiarz,False,37
Carroll,Coos,Governor,,LIB,John J. Babiarz,False,13
Center Harbor,Belknap,Governor,,LIB,John J. Babiarz,False,13
Chandler's Purchase,Coos,Governor,,LIB,John J. Babiarz,False,0
Charlestown,Sullivan,Governor,,LIB,John J. Babiarz,False,93
Chatham,Carroll,Governor,,LIB,John J. Babiarz,False,8
Chester,Rockingham,Governor,,LIB,John J. Babiarz,False,64
Chesterfield,Cheshire,Governor,,LIB,John J. Babiarz,False,38
Chichester,Merrimack,Governor,,LIB,John J. Babiarz,False,39
Claremont,Sullivan,Governor,,LIB,John J. Babiarz,False,188
Clarksville,Coos,Governor,,LIB,John J. Babiarz,False,11
Colebrook,Coos,Governor,,LIB,John J. Babiarz,False,29
Columbia,Coos,Governor,,LIB,John J. Babiarz,False,4
Concord,Merrimack,Governor,,LIB,John J. Babiarz,False,476
Conway,Carroll,Governor,,LIB,John J. Babiarz,False,116
Cornish,Sullivan,Governor,,LIB,John J. Babiarz,False,96
Crawford's Purchase,Coos,Governor,,LIB,John J. Babiarz,False,0
Croydon,Sullivan,Governor,,LIB,John J. Babiarz,False,10
Cutt's Grant,Coos,Governor,,LIB,John J. Babiarz,False,0
Dalton,Coos,Governor,,LIB,John J. Babiarz,False,11
Danbury,Merrimack,Governor,,LIB,John J. Babiarz,False,37
Danville,Rockingham,Governor,,LIB,John J. Babiarz,False,71
Deerfield,Rockingham,Governor,,LIB,John J. Babiarz,False,55
Deering,Hillsborough,Governor,,LIB,John J. Babiarz,False,38
Derry,Rockingham,Governor,,LIB,John J. Babiarz,False,534
Dix's Grant,Coos,Governor,,LIB,John J. Babiarz,False,0
Dixville,Coos,Governor,,LIB,John J. Babiarz,False,0
Dorchester,Grafton,Governor,,LIB,John J. Babiarz,False,10
Dover,Strafford,Governor,,LIB,John J. Babiarz,False,474
Dublin,Cheshire,Governor,,LIB,John J. Babiarz,False,29
Dummer,Coos,Governor,,LIB,John J. Babiarz,False,2
Dunbarton,Merrimack,Governor,,LIB,John J. Babiarz,False,26
Durham,Strafford,Governor,,LIB,John J. Babiarz,False,267
East Kingston,Rockingham,Governor,,LIB,John J. Babiarz,False,43
Easton,Grafton,Governor,,LIB,John J. Babiarz,False,3
Eaton,Carroll,Governor,,LIB,John J. Babiarz,False,5
Effingham,Carroll,Governor,,LIB,John J. Babiarz,False,42
Ellsworth,Grafton,Governor,,LIB,John J. Babiarz,False,1
Enfield,Grafton,Governor,,LIB,John J. Babiarz,False,82
Epping,Rockingham,Governor,,LIB,John J. Babiarz,False,110
Epsom,Merrimack,Governor,,LIB,John J. Babiarz,False,54
Errol,Coos,Governor,,LIB,John J. Babiarz,False,1
Erving's Location,Coos,Governor,,LIB,John J. Babiarz,False,0
Exeter,Rockingham,Governor,,LIB,John J. Babiarz,False,158
Farmington,Strafford,Governor,,LIB,John J. Babiarz,False,102
Fitzwilliam,Cheshire,Governor,,LIB,John J. Babiarz,False,5
Francestown,Hillsborough,Governor,,LIB,John J. Babiarz,False,61
Franconia,Grafton,Governor,,LIB,John J. Babiarz,False,13
Franklin,Merrimack,Governor,,LIB,John J. Babiarz,False,126
Freedom,Carroll,Governor,,LIB,John J. Babiarz,False,11
Fremont,Rockingham,Governor,,LIB,John J. Babiarz,False,76
Gilford,Belknap,Governor,,LIB,John J. Babiarz,False,95
Gilmanton,Belknap,Governor,,LIB,John J. Babiarz,False,53
Gilsum,Cheshire,Governor,,LIB,John J. Babiarz,False,15
Goffstown,Hillsborough,Governor,,LIB,John J. Babiarz,False,226
Gorham,Coos,Governor,,LIB,John J. Babiarz,False,38
Goshen,Sullivan,Governor,,LIB,John J. Babiarz,False,17
Grafton,Grafton,Governor,,LIB,John J. Babiarz,False,85
Grantham,Sullivan,Governor,,LIB,John J. Babiarz,False,51
Green's Grant,Coos,Governor,,LIB,John J. Babiarz,False,0
Greenfield,Hillsborough,Governor,,LIB,John J. Babiarz,False,40
Greenland,Rockingham,Governor,,LIB,John J. Babiarz,False,44
Greenville,Hillsborough,Governor,,LIB,John J. Babiarz,False,45
Groton,Grafton,Governor,,LIB,John J. Babiarz,False,10
Hadley's Purchase,Coos,Governor,,LIB,John J. Babiarz,False,0
Hale's Location,Carroll,Governor,,LIB,John J. Babiarz,False,1
Hampstead,Rockingham,Governor,,LIB,John J. Babiarz,False,147
Hampton,Rockingham,Governor,,LIB,John J. Babiarz,False,153
Hampton Falls,Rockingham,Governor,,LIB,John J. Babiarz,False,20
Hancock,Hillsborough,Governor,,LIB,John J. Babiarz,False,16
Hanover,Grafton,Governor,,LIB,John J. Babiarz,False,175
Harrisville,Cheshire,Governor,,LIB,John J. Babiarz,False,11
Hart's Location,Carroll,Governor,,LIB,John J. Babiarz,False,2
Haverhill,Grafton,Governor,,LIB,John J. Babiarz,False,63
Hebron,Grafton,Governor,,LIB,John J. Babiarz,False,5
Henniker,Merrimack,Governor,,LIB,John J. Babiarz,False,57
Hill,Merrimack,Governor,,LIB,John J. Babiarz,False,10
Hillsborough,Hillsborough,Governor,,LIB,John J. Babiarz,False,101
Hinsdale,Cheshire,Governor,,LIB,John J. Babiarz,False,47
Holderness,Grafton,Governor,,LIB,John J. Babiarz,False,24
Hollis,Hillsborough,Governor,,LIB,John J. Babiarz,False,131
Hooksett,Merrimack,Governor,,LIB,John J. Babiarz,False,156
Hopkinton,Merrimack,Governor,,LIB,John J. Babiarz,False,68
Hudson,Hillsborough,Governor,,LIB,John J. Babiarz,False,447
Jackson,Carroll,Governor,,LIB,John J. Babiarz,False,8
Jaffrey,Cheshire,Governor,,LIB,John J. Babiarz,False,86
Jefferson,Coos,Governor,,LIB,John J. Babiarz,False,19
Keene,Cheshire,Governor,,LIB,John J. Babiarz,False,438
Kensington,Rockingham,Governor,,LIB,John J. Babiarz,False,23
Kilkenny,Coos,Governor,,LIB,John J. Babiarz,False,0
Kingston,Rockingham,Governor,,LIB,John J. Babiarz,False,101
Laconia,Belknap,Governor,,LIB,John J. Babiarz,False,184
Lancaster,Coos,Governor,,LIB,John J. Babiarz,False,39
Landaff,Grafton,Governor,,LIB,John J. Babiarz,False,9
Langdon,Sullivan,Governor,,LIB,John J. Babiarz,False,11
Lebanon,Grafton,Governor,,LIB,John J. Babiarz,False,191
Lee,Strafford,Governor,,LIB,John J. Babiarz,False,67
Lempster,Sullivan,Governor,,LIB,John J. Babiarz,False,18
Lincoln,Grafton,Governor,,LIB,John J. Babiarz,False,25
Lisbon,Grafton,Governor,,LIB,John J. Babiarz,False,33
Litchfield,Hillsborough,Governor,,LIB,John J. Babiarz,False,161
Littleton,Grafton,Governor,,LIB,John J. Babiarz,False,89
Livermore,Grafton,Governor,,LIB,John J. Babiarz,False,0
Londonderry,Rockingham,Governor,,LIB,John J. Babiarz,False,291
Loudon,Merrimack,Governor,,LIB,John J. Babiarz,False,59
Low & Burbank's Grant,Coos,Governor,,LIB,John J. Babiarz,False,0
Lyman,Grafton,Governor,,LIB,John J. Babiarz,False,7
Lyme,Grafton,Governor,,LIB,John J. Babiarz,False,13
Lyndeborough,Hillsborough,Governor,,LIB,John J. Babiarz,False,45
Madbury,Strafford,Governor,,LIB,John J. Babiarz,False,24
Madison,Carroll,Governor,,LIB,John J. Babiarz,False,38
Manchester,Hillsborough,Governor,,LIB,John J. Babiarz,False,1332
Marlborough,Cheshire,Governor,,LIB,John J. Babiarz,False,33
Marlow,Cheshire,Governor,,LIB,John J. Babiarz,False,13
Martin's Location,Coos,Governor,,LIB,John J. Babiarz,False,0
Mason,Hillsborough,Governor,,LIB,John J. Babiarz,False,37
Meredith,Belknap,Governor,,LIB,John J. Babiarz,False,104
Merrimack,Hillsborough,Governor,,LIB,John J. Babiarz,False,359
Middleton,Strafford,Governor,,LIB,John J. Babiarz,False,20
Milan,Coos,Governor,,LIB,John J. Babiarz,False,6
Milford,Hillsborough,Governor,,LIB,John J. Babiarz,False,230
Millsfield,Coos,Governor,,LIB,John J. Babiarz,False,1
Milton,Strafford,Governor,,LIB,John J. Babiarz,False,58
Monroe,Grafton,Governor,,LIB,John J. Babiarz,False,13
Mont Vernon,Hillsborough,Governor,,LIB,John J. Babiarz,False,31
Moultonborough,Carroll,Governor,,LIB,John J. Babiarz,False,53
Nashua,Hillsborough,Governor,,LIB,John J. Babiarz,False,1170
Nelson,Cheshire,Governor,,LIB,John J. Babiarz,False,18
New Boston,Hillsborough,Governor,,LIB,John J. Babiarz,False,59
New Castle,Rockingham,Governor,,LIB,John J. Babiarz,False,9
New Durham,Strafford,Governor,,LIB,John J. Babiarz,False,40
New Hampton,Belknap,Governor,,LIB,John J. Babiarz,False,28
New Ipswich,Hillsborough,Governor,,LIB,John J. Babiarz,False,91
New London,Merrimack,Governor,,LIB,John J. Babiarz,False,51
Newbury,Merrimack,Governor,,LIB,John J. Babiarz,False,31
Newfields,Rockingham,Governor,,LIB,John J. Babiarz,False,1
Newington,Rockingham,Governor,,LIB,John J. Babiarz,False,12
Newmarket,Rockingham,Governor,,LIB,John J. Babiarz,False,130
Newport,Sullivan,Governor,,LIB,John J. Babiarz,False,93
Newton,Rockingham,Governor,,LIB,John J. Babiarz,False,78
North Hampton,Rockingham,Governor,,LIB,John J. Babiarz,False,61
Northfield,Merrimack,Governor,,LIB,John J. Babiarz,False,86
Northumberland,Coos,Governor,,LIB,John J. Babiarz,False,23
Northwood,Rockingham,Governor,,LIB,John J. Babiarz,False,65
Nottingham,Rockingham,Governor,,LIB,John J. Babiarz,False,76
Odell,Coos,Governor,,LIB,John J. Babiarz,False,0
Orange,Grafton,Governor,,LIB,John J. Babiarz,False,8
Orford,Grafton,Governor,,LIB,John J. Babiarz,False,19
Ossipee,Carroll,Governor,,LIB,John J. Babiarz,False,75
Pelham,Hillsborough,Governor,,LIB,John J. Babiarz,False,258
Pembroke,Merrimack,Governor,,LIB,John J. Babiarz,False,78
Peterborough,Hillsborough,Governor,,LIB,John J. Babiarz,False,61
Piermont,Grafton,Governor,,LIB,John J. Babiarz,False,14
Pinkham's Grant,Coos,Governor,,LIB,John J. Babiarz,False,0
Pittsburg,Coos,Governor,,LIB,John J. Babiarz,False,8
Pittsfield,Merrimack,Governor,,LIB,John J. Babiarz,False,69
Plainfield,Sullivan,Governor,,LIB,John J. Babiarz,False,45
Plaistow,Rockingham,Governor,,LIB,John J. Babiarz,False,169
Plymouth,Grafton,Governor,,LIB,John J. Babiarz,False,172
Portsmouth,Rockingham,Governor,,LIB,John J. Babiarz,False,334
Randolph,Coos,Governor,,LIB,John J. Babiarz,False,5
Raymond,Rockingham,Governor,,LIB,John J. Babiarz,False,137
Richmond,Cheshire,Governor,,LIB,John J. Babiarz,False,24
Rindge,Cheshire,Governor,,LIB,John J. Babiarz,False,126
Rochester,Strafford,Governor,,LIB,John J. Babiarz,False,432
Rollinsford,Strafford,Governor,,LIB,John J. Babiarz,False,51
Roxbury,Cheshire,Governor,,LIB,John J. Babiarz,False,5
Rumney,Grafton,Governor,,LIB,John J. Babiarz,False,30
Rye,Rockingham,Governor,,LIB,John J. Babiarz,False,69
Salem,Rockingham,Governor,,LIB,John J. Babiarz,False,459
Salisbury,Merrimack,Governor,,LIB,John J. Babiarz,False,25
Sanbornton,Belknap,Governor,,LIB,John J. Babiarz,False,39
Sandown,Rockingham,Governor,,LIB,John J. Babiarz,False,97
Sandwich,Carroll,Governor,,LIB,John J. Babiarz,False,15
Sargent's Purchase,Coos,Governor,,LIB,John J. Babiarz,False,0
Seabrook,Rockingham,Governor,,LIB,John J. Babiarz,False,174
Second College Grant,Coos,Governor,,LIB,John J. Babiarz,False,0
Sharon,Hillsborough,Governor,,LIB,John J. Babiarz,False,7
Shelburne,Coos,Governor,,LIB,John J. Babiarz,False,3
Somersworth,Strafford,Governor,,LIB,John J. Babiarz,False,129
South Hampton,Rockingham,Governor,,LIB,John J. Babiarz,False,14
Springfield,Sullivan,Governor,,LIB,John J. Babiarz,False,23
Stark,Coos,Governor,,LIB,John J. Babiarz,False,0
Stewartstown,Coos,Governor,,LIB,John J. Babiarz,False,7
Stoddard,Cheshire,Governor,,LIB,John J. Babiarz,False,24
Strafford,Strafford,Governor,,LIB,John J. Babiarz,False,32
Stratford,Coos,Governor,,LIB,John J. Babiarz,False,13
Stratham,Rockingham,Governor,,LIB,John J. Babiarz,False,87
Success,Coos,Governor,,LIB,John J. Babiarz,False,0
Sugar Hill,Grafton,Governor,,LIB,John J. Babiarz,False,8
Sullivan,Cheshire,Governor,,LIB,John J. Babiarz,False,9
Sunapee,Sullivan,Governor,,LIB,John J. Babiarz,False,39
Surry,Cheshire,Governor,,LIB,John J. Babiarz,False,14
Sutton,Merrimack,Governor,,LIB,John J. Babiarz,False,24
Swanzey,Cheshire,Governor,,LIB,John J. Babiarz,False,86
Tamworth,Carroll,Governor,,LIB,John J. Babiarz,False,39
Temple,Hillsborough,Governor,,LIB,John J. Babiarz,False,22
Thompson & Meserve's Pur.,Coos,Governor,,LIB,John J. Babiarz,False,0
Thornton,Grafton,Governor,,LIB,John J. Babiarz,False,40
Tilton,Belknap,Governor,,LIB,John J. Babiarz,False,74
Troy,Cheshire,Governor,,LIB,John J. Babiarz,False,40
Tuftonboro,Carroll,Governor,,LIB,John J. Babiarz,False,26
Unity,Sullivan,Governor,,LIB,John J. Babiarz,False,34
Wakefield,Carroll,Governor,,LIB,John J. Babiarz,False,64
Walpole,Cheshire,Governor,,LIB,John J. Babiarz,False,42
Warner,Merrimack,Governor,,LIB,John J. Babiarz,False,48
Warren,Grafton,Governor,,LIB,John J. Babiarz,False,14
Washington,Sullivan,Governor,,LIB,John J. Babiarz,False,31
Waterville Valley,Grafton,Governor,,LIB,John J. Babiarz,False,3
Weare,Hillsborough,Governor,,LIB,John J. Babiarz,False,168
Webster,Merrimack,Governor,,LIB,John J. Babiarz,False,26
Wentworth,Grafton,Governor,,LIB,John J. Babiarz,False,25
Wentworth's Location,Coos,Governor,,LIB,John J. Babiarz,False,0
Westmoreland,Cheshire,Governor,,LIB,John J. Babiarz,False,20
Whitefield,Coos,Governor,,LIB,John J. Babiarz,False,41
Wilmot,Merrimack,Governor,,LIB,John J. Babiarz,False,25
Wilton,Hillsborough,Governor,,LIB,John J. Babiarz,False,74
Winchester,Cheshire,Governor,,LIB,John J. Babiarz,False,71
Windham,Rockingham,Governor,,LIB,John J. Babiarz,False,187
Windsor,Hillsborough,Governor,,LIB,John J. Babiarz,False,8
Wolfeboro,Carroll,Governor,,LIB,John J. Babiarz,False,87
Woodstock,Grafton,Governor,,LIB,John J. Babiarz,False,31
Acworth,Sullivan,Governor,,,Scatter,False,1
Albany,Carroll,Governor,,,Scatter,False,0
Alexandria,Grafton,Governor,,,Scatter,False,2
Allenstown,Merrimack,Governor,,,Scatter,False,2
Alstead,Cheshire,Governor,,,Scatter,False,0
Alton,Belknap,Governor,,,Scatter,False,2
Amherst,Hillsborough,Governor,,,Scatter,False,9
Andover,Merrimack,Governor,,,Scatter,False,0
Antrim,Hillsborough,Governor,,,Scatter,False,0
Ashland,Grafton,Governor,,,Scatter,False,2
At. & Gil. Academy Grant,Coos,Governor,,,Scatter,False,0
Atkinson,Rockingham,Governor,,,Scatter,False,1
Auburn,Rockingham,Governor,,,Scatter,False,0
Barnstead,Belknap,Governor,,,Scatter,False,1
Barrington,Strafford,Governor,,,Scatter,False,6
Bartlett,Carroll,Governor,,,Scatter,False,0
Bath,Grafton,Governor,,,Scatter,False,0
Bean's Grant,Coos,Governor,,,Scatter,False,0
Bean's Purchase,Coos,Governor,,,Scatter,False,0
Bedford,Hillsborough,Governor,,,Scatter,False,4
Belmont,Belknap,Governor,,,Scatter,False,2
Bennington,Hillsborough,Governor,,,Scatter,False,0
Benton,Grafton,Governor,,,Scatter,False,0
Berlin,Coos,Governor,,,Scatter,False,21
Bethlehem,Grafton,Governor,,,Scatter,False,0
Boscawen,Merrimack,Governor,,,Scatter,False,2
Bow,Merrimack,Governor,,,Scatter,False,4
Bradford,Merrimack,Governor,,,Scatter,False,2
Brentwood,Rockingham,Governor,,,Scatter,False,0
Bridgewater,Grafton,Governor,,,Scatter,False,0
Bristol,Grafton,Governor,,,Scatter,False,5
Brookfield,Carroll,Governor,,,Scatter,False,0
Brookline,Hillsborough,Governor,,,Scatter,False,1
Cambridge,Coos,Governor,,,Scatter,False,0
Campton,Grafton,Governor,,,Scatter,False,5
Canaan,Grafton,Governor,,,Scatter,False,0
Candia,Rockingham,Governor,,,Scatter,False,2
Canterbury,Merrimack,Governor,,,Scatter,False,4
Carroll,Coos,Governor,,,Scatter,False,0
Center Harbor,Belknap,Governor,,,Scatter,False,0
Chandler's Purchase,Coos,Governor,,,Scatter,False,0
Charlestown,Sullivan,Governor,,,Scatter,False,2
Chatham,Carroll,Governor,,,Scatter,False,0
Chester,Rockingham,Governor,,,Scatter,False,2
Chesterfield,Cheshire,Governor,,,Scatter,False,0
Chichester,Merrimack,Governor,,,Scatter,False,0
Claremont,Sullivan,Governor,,,Scatter,False,7
Clarksville,Coos,Governor,,,Scatter,False,0
Colebrook,Coos,Governor,,,Scatter,False,3
Columbia,Coos,Governor,,,Scatter,False,0
Concord,Merrimack,Governor,,,Scatter,False,25
Conway,Carroll,Governor,,,Scatter,False,3
Cornish,Sullivan,Governor,,,Scatter,False,2
Crawford's Purchase,Coos,Governor,,,Scatter,False,0
Croydon,Sullivan,Governor,,,Scatter,False,1
Cutt's Grant,Coos,Governor,,,Scatter,False,0
Dalton,Coos,Governor,,,Scatter,False,1
Danbury,Merrimack,Governor,,,Scatter,False,2
Danville,Rockingham,Governor,,,Scatter,False,2
Deerfield,Rockingham,Governor,,,Scatter,False,3
Deering,Hillsborough,Governor,,,Scatter,False,1
Derry,Rockingham,Governor,,,Scatter,False,5
Dix's Grant,Coos,Governor,,,Scatter,False,0
Dixville,Coos,Governor,,,Scatter,False,0
Dorchester,Grafton,Governor,,,Scatter,False,0
Dover,Strafford,Governor,,,Scatter,False,8
Dublin,Cheshire,Governor,,,Scatter,False,0
Dummer,Coos,Governor,,,Scatter,False,0
Dunbarton,Merrimack,Governor,,,Scatter,False,1
Durham,Strafford,Governor,,,Scatter,False,7
East Kingston,Rockingham,Governor,,,Scatter,False,1
Easton,Grafton,Governor,,,Scatter,False,0
Eaton,Carroll,Governor,,,Scatter,False,1
Effingham,Carroll,Governor,,,Scatter,False,1
Ellsworth,Grafton,Governor,,,Scatter,False,0
Enfield,Grafton,Governor,,,Scatter,False,1
Epping,Rockingham,Governor,,,Scatter,False,2
Epsom,Merrimack,Governor,,,Scatter,False,5
Errol,Coos,Governor,,,Scatter,False,0
Erving's Location,Coos,Governor,,,Scatter,False,0
Exeter,Rockingham,Governor,,,Scatter,False,8
Farmington,Strafford,Governor,,,Scatter,False,4
Fitzwilliam,Cheshire,Governor,,,Scatter,False,1
Francestown,Hillsborough,Governor,,,Scatter,False,2
Franconia,Grafton,Governor,,,Scatter,False,0
Franklin,Merrimack,Governor,,,Scatter,False,7
Freedom,Carroll,Governor,,,Scatter,False,1
Fremont,Rockingham,Governor,,,Scatter,False,1
Gilford,Belknap,Governor,,,Scatter,False,8
Gilmanton,Belknap,Governor,,,Scatter,False,0
Gilsum,Cheshire,Governor,,,Scatter,False,0
Goffstown,Hillsborough,Governor,,,Scatter,False,9
Gorham,Coos,Governor,,,Scatter,False,2
Goshen,Sullivan,Governor,,,Scatter,False,2
Grafton,Grafton,Governor,,,Scatter,False,0
Grantham,Sullivan,Governor,,,Scatter,False,0
Green's Grant,Coos,Governor,,,Scatter,False,0
Greenfield,Hillsborough,Governor,,,Scatter,False,0
