county,town,office,party,candidate,votes
Hillsborough,Windsor,President,D,Clinton and Kaine,28
Hillsborough,Windsor,President,G,Stein and Baraka,1
Hillsborough,Windsor,President,A.D.,De La Fuente and Steinberg,0
Hillsborough,Windsor,President,LIB,Johnson and weld,2
Hillsborough,Windsor,President,,Scatter,
Hillsborough,TOTALS,President,R,Trump and Pence,100013
Hillsborough,TOTALS,President,D,Clinton and Kaine,99589
Hillsborough,TOTALS,President,G,Stein and Baraka,1752
Hillsborough,TOTALS,President,A.D.,De La Fuente and Steinberg,222
Hillsborough,TOTALS,President,LIB,Johnson and weld,9170
Hillsborough,TOTALS,President,,Scatter,
Merrimack,Allenstown,President,R,Trump and Pence,1203
Merrimack,Allenstown,President,D,Clinton and Kaine,874
Merrimack,Allenstown,President,G,Stein and Baraka,17
Merrimack,Allenstown,President,A.D.,De La Fuente and Steinberg,0
Merrimack,Allenstown,President,LIB,Johnson and weld,97
Merrimack,Allenstown,President,,Scatter,
Merrimack,Andover,President,R,Trump and Pence,673
Merrimack,Andover,President,D,Clinton and Kaine,703
Merrimack,Andover,President,G,Stein and Baraka,7
Merrimack,Andover,President,A.D.,De La Fuente and Steinberg,2
Merrimack,Andover,President,LIB,Johnson and weld,49
Merrimack,Andover,President,,Scatter,
Merrimack,Boscawen,President,R,Trump and Pence,929
Merrimack,Boscawen,President,D,Clinton and Kaine,833
Merrimack,Boscawen,President,G,Stein and Baraka,16
Merrimack,Boscawen,President,A.D.,De La Fuente and Steinberg,
Merrimack,Boscawen,President,LIB,Johnson and weld,83
Merrimack,Boscawen,President,,Scatter,
Merrimack,Bow,President,R,Trump and Pence,2119
Merrimack,Bow,President,D,Clinton and Kaine,2570
Merrimack,Bow,President,G,Stein and Baraka,28
Merrimack,Bow,President,A.D.,De La Fuente and Steinberg,2
Merrimack,Bow,President,LIB,Johnson and weld,218
Merrimack,Bow,President,,Scatter,
Merrimack,Bradford,President,R,Trump and Pence,485
Merrimack,Bradford,President,D,Clinton and Kaine,442
Merrimack,Bradford,President,G,Stein and Baraka,15
Merrimack,Bradford,President,A.D.,De La Fuente and Steinberg,0
Merrimack,Bradford,President,LIB,Johnson and weld,41
Merrimack,Bradford,President,,Scatter,
Merrimack,Canterbury,President,R,Trump and Pence,671
Merrimack,Canterbury,President,D,Clinton and Kaine,815
Merrimack,Canterbury,President,G,Stein and Baraka,20
Merrimack,Canterbury,President,A.D.,De La Fuente and Steinberg,1
Merrimack,Canterbury,President,LIB,Johnson and weld,58
Merrimack,Canterbury,President,,Scatter,
Merrimack,Chichester,President,R,Trump and Pence,851
Merrimack,Chichester,President,D,Clinton and Kaine,646
Merrimack,Chichester,President,G,Stein and Baraka,7
Merrimack,Chichester,President,A.D.,De La Fuente and Steinberg,0
Merrimack,Chichester,President,LIB,Johnson and weld,75
Merrimack,Chichester,President,,Scatter,
Merrimack,Concord Ward 1,President,R,Trump and Pence,939
Merrimack,Concord Ward 1,President,D,Clinton and Kaine,1266
Merrimack,Concord Ward 1,President,G,Stein and Baraka,37
Merrimack,Concord Ward 1,President,A.D.,De La Fuente and Steinberg,4
Merrimack,Concord Ward 1,President,LIB,Johnson and weld,114
Merrimack,Concord Ward 1,President,,Scatter,
Merrimack,Concord Ward 2,President,R,Trump and Pence,897
Merrimack,Concord Ward 2,President,D,Clinton and Kaine,1084
Merrimack,Concord Ward 2,President,G,Stein and Baraka,24
Merrimack,Concord Ward 2,President,A.D.,De La Fuente and Steinberg,2
Merrimack,Concord Ward 2,President,LIB,Johnson and weld,90
Merrimack,Concord Ward 2,President,,Scatter,
Merrimack,Concord Ward 3,President,R,Trump and Pence,538
Merrimack,Concord Ward 3,President,D,Clinton and Kaine,923
Merrimack,Concord Ward 3,President,G,Stein and Baraka,14
Merrimack,Concord Ward 3,President,A.D.,De La Fuente and Steinberg,5
Merrimack,Concord Ward 3,President,LIB,Johnson and weld,73
Merrimack,Concord Ward 3,President,,Scatter,
Merrimack,Concord Ward 4,President,R,Trump and Pence,610
Merrimack,Concord Ward 4,President,D,Clinton and Kaine,1334
Merrimack,Concord Ward 4,President,G,Stein and Baraka,28
Merrimack,Concord Ward 4,President,A.D.,De La Fuente and Steinberg,2
Merrimack,Concord Ward 4,President,LIB,Johnson and weld,83
Merrimack,Concord Ward 4,President,,Scatter,
Merrimack,Concord Ward 5,President,R,Trump and Pence,674
Merrimack,Concord Ward 5,President,D,Clinton and Kaine,1789
Merrimack,Concord Ward 5,President,G,Stein and Baraka,22
Merrimack,Concord Ward 5,President,A.D.,De La Fuente and Steinberg,0
Merrimack,Concord Ward 5,President,LIB,Johnson and weld,75
Merrimack,Concord Ward 5,President,,Scatter,
Merrimack,Concord Ward 6,President,R,Trump and Pence,624
Merrimack,Concord Ward 6,President,D,Clinton and Kaine,1137
Merrimack,Concord Ward 6,President,G,Stein and Baraka,32
Merrimack,Concord Ward 6,President,A.D.,De La Fuente and Steinberg,3
Merrimack,Concord Ward 6,President,LIB,Johnson and weld,99
Merrimack,Concord Ward 6,President,,Scatter,
Merrimack,Concord Ward 7,President,R,Trump and Pence,801
Merrimack,Concord Ward 7,President,D,Clinton and Kaine,1675
Merrimack,Concord Ward 7,President,G,Stein and Baraka,37
Merrimack,Concord Ward 7,President,A.D.,De La Fuente and Steinberg,1
Merrimack,Concord Ward 7,President,LIB,Johnson and weld,82
Merrimack,Concord Ward 7,President,,Scatter,
Merrimack,Concord Ward 8,President,R,Trump and Pence,888
Merrimack,Concord Ward 8,President,D,Clinton and Kaine,1069
Merrimack,Concord Ward 8,President,G,Stein and Baraka,18
Merrimack,Concord Ward 8,President,A.D.,De La Fuente and Steinberg,0
Merrimack,Concord Ward 8,President,LIB,Johnson and weld,71
Merrimack,Concord Ward 8,President,,Scatter,
Merrimack,Concord Ward 9,President,R,Trump and Pence,721
Merrimack,Concord Ward 9,President,D,Clinton and Kaine,1136
Merrimack,Concord Ward 9,President,G,Stein and Baraka,15
Merrimack,Concord Ward 9,President,A.D.,De La Fuente and Steinberg,3
Merrimack,Concord Ward 9,President,LIB,Johnson and weld,58
Merrimack,Concord Ward 9,President,,Scatter,
Merrimack,Concord Ward 10,President,R,Trump and Pence,1120
Merrimack,Concord Ward 10,President,D,Clinton and Kaine,1571
Merrimack,Concord Ward 10,President,G,Stein and Baraka,17
Merrimack,Concord Ward 10,President,A.D.,De La Fuente and Steinberg,2
Merrimack,Concord Ward 10,President,LIB,Johnson and weld,110
Merrimack,Concord Ward 10,President,,Scatter,
Merrimack,Danbury,President,R,Trump and Pence,386
Merrimack,Danbury,President,D,Clinton and Kaine,247
Merrimack,Danbury,President,G,Stein and Baraka,16
Merrimack,Danbury,President,A.D.,De La Fuente and Steinberg,0
Merrimack,Danbury,President,LIB,Johnson and weld,30
Merrimack,Danbury,President,,Scatter,
Merrimack,Dunbarton,President,R,Trump and Pence,1026
Merrimack,Dunbarton,President,D,Clinton and Kaine,681
Merrimack,Dunbarton,President,G,Stein and Baraka,9
Merrimack,Dunbarton,President,A.D.,De La Fuente and Steinberg,2
Merrimack,Dunbarton,President,LIB,Johnson and weld,69
Merrimack,Dunbarton,President,,Scatter,
Merrimack,Epsom,President,R,Trump and Pence,1546
Merrimack,Epsom,President,D,Clinton and Kaine,919
Merrimack,Epsom,President,G,Stein and Baraka,21
Merrimack,Epsom,President,A.D.,De La Fuente and Steinberg,2
Merrimack,Epsom,President,LIB,Johnson and weld,127
Merrimack,Epsom,President,,Scatter,
Merrimack,Franklin Ward 1,President,R,Trump and Pence,780
Merrimack,Franklin Ward 1,President,D,Clinton and Kaine,479
Merrimack,Franklin Ward 1,President,G,Stein and Baraka,8
Merrimack,Franklin Ward 1,President,A.D.,De La Fuente and Steinberg,0
Merrimack,Franklin Ward 1,President,LIB,Johnson and weld,61
Merrimack,Franklin Ward 1,President,,Scatter,
Merrimack,Franklin Ward 2,President,R,Trump and Pence,512
Merrimack,Franklin Ward 2,President,D,Clinton and Kaine,391
Merrimack,Franklin Ward 2,President,G,Stein and Baraka,17
Merrimack,Franklin Ward 2,President,A.D.,De La Fuente and Steinberg,1
Merrimack,Franklin Ward 2,President,LIB,Johnson and weld,60
Merrimack,Franklin Ward 2,President,,Scatter,
Merrimack,Franklin Ward 3,President,R,Trump and Pence,757
Merrimack,Franklin Ward 3,President,D,Clinton and Kaine,617
Merrimack,Franklin Ward 3,President,G,Stein and Baraka,15
Merrimack,Franklin Ward 3,President,A.D.,De La Fuente and Steinberg,2
Merrimack,Franklin Ward 3,President,LIB,Johnson and weld,49
Merrimack,Franklin Ward 3,President,,Scatter,
Merrimack,Henniker,President,R,Trump and Pence,1060
Merrimack,Henniker,President,D,Clinton and Kaine,1429
Merrimack,Henniker,President,G,Stein and Baraka,38
Merrimack,Henniker,President,A.D.,De La Fuente and Steinberg,2
Merrimack,Henniker,President,LIB,Johnson and weld,134
Merrimack,Henniker,President,,Scatter,
Merrimack,Hill,President,R,Trump and Pence,341
Merrimack,Hill,President,D,Clinton and Kaine,176
Merrimack,Hill,President,G,Stein and Baraka,5
Merrimack,Hill,President,A.D.,De La Fuente and Steinberg,0
Merrimack,Hill,President,LIB,Johnson and weld,17
Merrimack,Hill,President,,Scatter,
Merrimack,Hooksett,President,R,Trump and Pence,4225
Merrimack,Hooksett,President,D,Clinton and Kaine,3436
Merrimack,Hooksett,President,G,Stein and Baraka,53
Merrimack,Hooksett,President,A.D.,De La Fuente and Steinberg,4
Merrimack,Hooksett,President,LIB,Johnson and weld,292
Merrimack,Hooksett,President,,Scatter,
Merrimack,Hopkinton,President,R,Trump and Pence,1427
Merrimack,Hopkinton,President,D,Clinton and Kaine,2240
Merrimack,Hopkinton,President,G,Stein and Baraka,38
Merrimack,Hopkinton,President,A.D.,De La Fuente and Steinberg,2
Merrimack,Hopkinton,President,LIB,Johnson and weld,138
Merrimack,Hopkinton,President,,Scatter,
Merrimack,Loudon,President,R,Trump and Pence,1950
Merrimack,Loudon,President,D,Clinton and Kaine,1136
Merrimack,Loudon,President,G,Stein and Baraka,12
Merrimack,Loudon,President,A.D.,De La Fuente and Steinberg,3
Merrimack,Loudon,President,LIB,Johnson and weld,146
Merrimack,Loudon,President,,Scatter,
Merrimack,New London,President,R,Trump and Pence,1101
Merrimack,New London,President,D,Clinton and Kaine,1807
Merrimack,New London,President,G,Stein and Baraka,24
Merrimack,New London,President,A.D.,De La Fuente and Steinberg,0
Merrimack,New London,President,LIB,Johnson and weld,95
Merrimack,New London,President,,Scatter,
Merrimack,Newbury,President,R,Trump and Pence,662
Merrimack,Newbury,President,D,Clinton and Kaine,621
Merrimack,Newbury,President,G,Stein and Baraka,5
Merrimack,Newbury,President,A.D.,De La Fuente and Steinberg,0
Merrimack,Newbury,President,LIB,Johnson and weld,61
Merrimack,Newbury,President,,Scatter,
Merrimack,Northfield,President,R,Trump and Pence,1330
Merrimack,Northfield,President,D,Clinton and Kaine,884
Merrimack,Northfield,President,G,Stein and Baraka,29
Merrimack,Northfield,President,A.D.,De La Fuente and Steinberg,4
Merrimack,Northfield,President,LIB,Johnson and weld,105
Merrimack,Northfield,President,,Scatter,
Merrimack,Pembroke,President,R,Trump and Pence,1919
Merrimack,Pembroke,President,D,Clinton and Kaine,1810
Merrimack,Pembroke,President,G,Stein and Baraka,33
Merrimack,Pembroke,President,A.D.,De La Fuente and Steinberg,5
Merrimack,Pembroke,President,LIB,Johnson and weld,179
Merrimack,Pembroke,President,,Scatter,
Merrimack,Pittsfield,President,R,Trump and Pence,1125
Merrimack,Pittsfield,President,D,Clinton and Kaine,691
Merrimack,Pittsfield,President,G,Stein and Baraka,19
Merrimack,Pittsfield,President,A.D.,De La Fuente and Steinberg,1
Merrimack,Pittsfield,President,LIB,Johnson and weld,99
Merrimack,Pittsfield,President,,Scatter,
Merrimack,Salisbury,President,R,Trump and Pence,490
Merrimack,Salisbury,President,D,Clinton and Kaine,288
Merrimack,Salisbury,President,G,Stein and Baraka,9
Merrimack,Salisbury,President,A.D.,De La Fuente and Steinberg,0
Merrimack,Salisbury,President,LIB,Johnson and weld,25
Merrimack,Salisbury,President,,Scatter,
Merrimack,Sutton,President,R,Trump and Pence,560
Merrimack,Sutton,President,D,Clinton and Kaine,607
Merrimack,Sutton,President,G,Stein and Baraka,13
Merrimack,Sutton,President,A.D.,De La Fuente and Steinberg,2
Merrimack,Sutton,President,LIB,Johnson and weld,52
Merrimack,Sutton,President,,Scatter,
Merrimack,Warner,President,R,Trump and Pence,790
Merrimack,Warner,President,D,Clinton and Kaine,874
Merrimack,Warner,President,G,Stein and Baraka,31
Merrimack,Warner,President,A.D.,De La Fuente and Steinberg,1
Merrimack,Warner,President,LIB,Johnson and weld,83
Merrimack,Warner,President,,Scatter,
Merrimack,Webster,President,R,Trump and Pence,602
Merrimack,Webster,President,D,Clinton and Kaine,499
Merrimack,Webster,President,G,Stein and Baraka,3
Merrimack,Webster,President,A.D.,De La Fuente and Steinberg,2
Merrimack,Webster,President,LIB,Johnson and weld,40
Merrimack,Webster,President,,Scatter,
Merrimack,Wilmot,President,R,Trump and Pence,342
Merrimack,Wilmot,President,D,Clinton and Kaine,499
Merrimack,Wilmot,President,G,Stein and Baraka,1
Merrimack,Wilmot,President,A.D.,De La Fuente and Steinberg,1
Merrimack,Wilmot,President,LIB,Johnson and weld,40
Merrimack,Wilmot,President,,Scatter,
Merrimack,TOTALS,President,R,Trump and Pence,37674
Merrimack,TOTALS,President,D,Clinton and Kaine,40198
Merrimack,TOTALS,President,G,Stein and Baraka,753
Merrimack,TOTALS,President,A.D.,De La Fuente and Steinberg,61
Merrimack,TOTALS,President,LIB,Johnson and weld,3378
Merrimack,TOTALS,President,,Scatter,
Rockingham,Atkinson,President,R,Trump and Pence,2595
Rockingham,Atkinson,President,D,Clinton and Kaine,1671
Rockingham,Atkinson,President,G,Stein and Baraka,31
Rockingham,Atkinson,President,A.D.,De La Fuente and Steinberg,4
Rockingham,Atkinson,President,LIB,Johnson and weld,159
Rockingham,Atkinson,President,,Scatter,
Rockingham,Auburn,President,R,Trump and Pence,2031
Rockingham,Auburn,President,D,Clinton and Kaine,1307
Rockingham,Auburn,President,G,Stein and Baraka,22
Rockingham,Auburn,President,A.D.,De La Fuente and Steinberg,3
Rockingham,Auburn,President,LIB,Johnson and weld,145
Rockingham,Auburn,President,,Scatter,
Rockingham,Brentwood,President,R,Trump and Pence,1267
Rockingham,Brentwood,President,D,Clinton and Kaine,1145
Rockingham,Brentwood,President,G,Stein and Baraka,19
Rockingham,Brentwood,President,A.D.,De La Fuente and Steinberg,3
Rockingham,Brentwood,President,LIB,Johnson and weld,121
Rockingham,Brentwood,President,,Scatter,
Rockingham,Candia,President,R,Trump and Pence,1553
Rockingham,Candia,President,D,Clinton and Kaine,855
Rockingham,Candia,President,G,Stein and Baraka,15
Rockingham,Candia,President,A.D.,De La Fuente and Steinberg,0
Rockingham,Candia,President,LIB,Johnson and weld,131
Rockingham,Candia,President,,Scatter,
Rockingham,Chester,President,R,Trump and Pence,1727
Rockingham,Chester,President,D,Clinton and Kaine,1092
Rockingham,Chester,President,G,Stein and Baraka,13
Rockingham,Chester,President,A.D.,De La Fuente and Steinberg,1
Rockingham,Chester,President,LIB,Johnson and weld,125
Rockingham,Chester,President,,Scatter,
Rockingham,Danville,President,R,Trump and Pence,1580
Rockingham,Danville,President,D,Clinton and Kaine,860
Rockingham,Danville,President,G,Stein and Baraka,20
Rockingham,Danville,President,A.D.,De La Fuente and Steinberg,3
Rockingham,Danville,President,LIB,Johnson and weld,102
Rockingham,Danville,President,,Scatter,
Rockingham,Deerfield,President,R,Trump and Pence,1607
Rockingham,Deerfield,President,D,Clinton and Kaine,1091
Rockingham,Deerfield,President,G,Stein and Baraka,14
Rockingham,Deerfield,President,A.D.,De La Fuente and Steinberg,3
Rockingham,Deerfield,President,LIB,Johnson and weld,138
Rockingham,Deerfield,President,,Scatter,
Rockingham,Derry,President,R,Trump and Pence,9237
Rockingham,Derry,President,D,Clinton and Kaine,6825
Rockingham,Derry,President,G,Stein and Baraka,123
Rockingham,Derry,President,A.D.,De La Fuente and Steinberg,13
Rockingham,Derry,President,LIB,Johnson and weld,715
Rockingham,Derry,President,,Scatter,
Rockingham,East Kingston,President,R,Trump and Pence,830
Rockingham,East Kingston,President,D,Clinton and Kaine,608
Rockingham,East Kingston,President,G,Stein and Baraka,9
Rockingham,East Kingston,President,A.D.,De La Fuente and Steinberg,2
Rockingham,East Kingston,President,LIB,Johnson and weld,88
Rockingham,East Kingston,President,,Scatter,
Rockingham,Epping,President,R,Trump and Pence,2117
Rockingham,Epping,President,D,Clinton and Kaine,1625
Rockingham,Epping,President,G,Stein and Baraka,35
Rockingham,Epping,President,A.D.,De La Fuente and Steinberg,3
Rockingham,Epping,President,LIB,Johnson and weld,179
Rockingham,Epping,President,,Scatter,
Rockingham,Exeter,President,R,Trump and Pence,3286
Rockingham,Exeter,President,D,Clinton and Kaine,5514
Rockingham,Exeter,President,G,Stein and Baraka,72
Rockingham,Exeter,President,A.D.,De La Fuente and Steinberg,3
Rockingham,Exeter,President,LIB,Johnson and weld,373
Rockingham,Exeter,President,,Scatter,
Rockingham,Fremont,President,R,Trump and Pence,1591
Rockingham,Fremont,President,D,Clinton and Kaine,965
Rockingham,Fremont,President,G,Stein and Baraka,14
Rockingham,Fremont,President,A.D.,De La Fuente and Steinberg,2
Rockingham,Fremont,President,LIB,Johnson and weld,137
Rockingham,Fremont,President,,Scatter,
Rockingham,Greenland,President,R,Trump and Pence,1074
Rockingham,Greenland,President,D,Clinton and Kaine,1396
Rockingham,Greenland,President,G,Stein and Baraka,13
Rockingham,Greenland,President,A.D.,De La Fuente and Steinberg,3
Rockingham,Greenland,President,LIB,Johnson and weld,101
Rockingham,Greenland,President,,Scatter,
Rockingham,Hampstead,President,R,Trump and Pence,3186
Rockingham,Hampstead,President,D,Clinton and Kaine,1966
Rockingham,Hampstead,President,G,Stein and Baraka,42
Rockingham,Hampstead,President,A.D.,De La Fuente and Steinberg,3
Rockingham,Hampstead,President,LIB,Johnson and weld,191
Rockingham,Hampstead,President,,Scatter,
Rockingham,Hampton,President,R,Trump and Pence,4802
Rockingham,Hampton,President,D,Clinton and Kaine,4953
Rockingham,Hampton,President,G,Stein and Baraka,68
Rockingham,Hampton,President,A.D.,De La Fuente and Steinberg,5
Rockingham,Hampton,President,LIB,Johnson and weld,333
Rockingham,Hampton,President,,Scatter,
Rockingham,Hampton Falls,President,R,Trump and Pence,822
Rockingham,Hampton Falls,President,D,Clinton and Kaine,672
Rockingham,Hampton Falls,President,G,Stein and Baraka,9
Rockingham,Hampton Falls,President,A.D.,De La Fuente and Steinberg,0
Rockingham,Hampton Falls,President,LIB,Johnson and weld,63
Rockingham,Hampton Falls,President,,Scatter,
Rockingham,Kensington,President,R,Trump and Pence,668
Rockingham,Kensington,President,D,Clinton and Kaine,642
Rockingham,Kensington,President,G,Stein and Baraka,11
Rockingham,Kensington,President,A.D.,De La Fuente and Steinberg,0
Rockingham,Kensington,President,LIB,Johnson and weld,61
Rockingham,Kensington,President,,Scatter,
Rockingham,Kingston,President,R,Trump and Pence,2081
Rockingham,Kingston,President,D,Clinton and Kaine,1422
Rockingham,Kingston,President,G,Stein and Baraka,31
Rockingham,Kingston,President,A.D.,De La Fuente and Steinberg,1
Rockingham,Kingston,President,LIB,Johnson and weld,154
Rockingham,Kingston,President,,Scatter,
Rockingham,Londonderry,President,R,Trump and Pence,7338
Rockingham,Londonderry,President,D,Clinton and Kaine,5968
Rockingham,Londonderry,President,G,Stein and Baraka,81
Rockingham,Londonderry,President,A.D.,De La Fuente and Steinberg,15
Rockingham,Londonderry,President,LIB,Johnson and weld,647
Rockingham,Londonderry,President,,Scatter,
Rockingham,New Castle,President,R,Trump and Pence,279
Rockingham,New Castle,President,D,Clinton and Kaine,481
Rockingham,New Castle,President,G,Stein and Baraka,6
Rockingham,New Castle,President,A.D.,De La Fuente and Steinberg,0
Rockingham,New Castle,President,LIB,Johnson and weld,31
Rockingham,New Castle,President,,Scatter,
Rockingham,Newfields,President,R,Trump and Pence,474
Rockingham,Newfields,President,D,Clinton and Kaine,603
Rockingham,Newfields,President,G,Stein and Baraka,11
Rockingham,Newfields,President,A.D.,De La Fuente and Steinberg,0
Rockingham,Newfields,President,LIB,Johnson and weld,45
Rockingham,Newfields,President,,Scatter,
Rockingham,Newington,President,R,Trump and Pence,292
Rockingham,Newington,President,D,Clinton and Kaine,271
Rockingham,Newington,President,G,Stein and Baraka,4
Rockingham,Newington,President,A.D.,De La Fuente and Steinberg,0
Rockingham,Newington,President,LIB,Johnson and weld,23
Rockingham,Newington,President,,Scatter,
Rockingham,Newmarket,President,R,Trump and Pence,1836
Rockingham,Newmarket,President,D,Clinton and Kaine,3157
Rockingham,Newmarket,President,G,Stein and Baraka,70
Rockingham,Newmarket,President,A.D.,De La Fuente and Steinberg,10
Rockingham,Newmarket,President,LIB,Johnson and weld,291
Rockingham,Newmarket,President,,Scatter,
Rockingham,Newton,President,R,Trump and Pence,1593
Rockingham,Newton,President,D,Clinton and Kaine,991
Rockingham,Newton,President,G,Stein and Baraka,15
Rockingham,Newton,President,A.D.,De La Fuente and Steinberg,4
Rockingham,Newton,President,LIB,Johnson and weld,114
Rockingham,Newton,President,,Scatter,
Rockingham,North Hampton,President,R,Trump and Pence,1448
Rockingham,North Hampton,President,D,Clinton and Kaine,1562
Rockingham,North Hampton,President,G,Stein and Baraka,23
Rockingham,North Hampton,President,A.D.,De La Fuente and Steinberg,0
Rockingham,North Hampton,President,LIB,Johnson and weld,104
Rockingham,North Hampton,President,,Scatter,
Rockingham,Northwood,President,R,Trump and Pence,1385
Rockingham,Northwood,President,D,Clinton and Kaine,1056
Rockingham,Northwood,President,G,Stein and Baraka,12
Rockingham,Northwood,President,A.D.,De La Fuente and Steinberg,1
Rockingham,Northwood,President,LIB,Johnson and weld,127
Rockingham,Northwood,President,,Scatter,
Rockingham,Nottingham,President,R,Trump and Pence,1511
Rockingham,Nottingham,President,D,Clinton and Kaine,1365
Rockingham,Nottingham,President,G,Stein and Baraka,30
Rockingham,Nottingham,President,A.D.,De La Fuente and Steinberg,2
Rockingham,Nottingham,President,LIB,Johnson and weld,165
Rockingham,Nottingham,President,,Scatter,
Rockingham,Plaistow,President,R,Trump and Pence,2531
Rockingham,Plaistow,President,D,Clinton and Kaine,1672
Rockingham,Plaistow,President,G,Stein and Baraka,39
Rockingham,Plaistow,President,A.D.,De La Fuente and Steinberg,3
Rockingham,Plaistow,President,LIB,Johnson and weld,154
Rockingham,Plaistow,President,,Scatter,
Rockingham,Portsmouth Ward 1,President,R,Trump and Pence,789
Rockingham,Portsmouth Ward 1,President,D,Clinton and Kaine,1839
Rockingham,Portsmouth Ward 1,President,G,Stein and Baraka,28
Rockingham,Portsmouth Ward 1,President,A.D.,De La Fuente and Steinberg,2
Rockingham,Portsmouth Ward 1,President,LIB,Johnson and weld,115
Rockingham,Portsmouth Ward 1,President,,Scatter,
Rockingham,Portsmouth Ward 2,President,R,Trump and Pence,678
Rockingham,Portsmouth Ward 2,President,D,Clinton and Kaine,2296
Rockingham,Portsmouth Ward 2,President,G,Stein and Baraka,31
Rockingham,Portsmouth Ward 2,President,A.D.,De La Fuente and Steinberg,1
Rockingham,Portsmouth Ward 2,President,LIB,Johnson and weld,113
Rockingham,Portsmouth Ward 2,President,,Scatter,
Rockingham,Portsmouth Ward 3,President,R,Trump and Pence,779
Rockingham,Portsmouth Ward 3,President,D,Clinton and Kaine,1528
Rockingham,Portsmouth Ward 3,President,G,Stein and Baraka,11
Rockingham,Portsmouth Ward 3,President,A.D.,De La Fuente and Steinberg,0
Rockingham,Portsmouth Ward 3,President,LIB,Johnson and weld,87
Rockingham,Portsmouth Ward 3,President,,Scatter,
Rockingham,Portsmouth Ward 4,President,R,Trump and Pence,812
Rockingham,Portsmouth Ward 4,President,D,Clinton and Kaine,1374
Rockingham,Portsmouth Ward 4,President,G,Stein and Baraka,23
Rockingham,Portsmouth Ward 4,President,A.D.,De La Fuente and Steinberg,4
Rockingham,Portsmouth Ward 4,President,LIB,Johnson and weld,78
Rockingham,Portsmouth Ward 4,President,,Scatter,
Rockingham,Portsmouth Ward 5,President,R,Trump and Pence,574
Rockingham,Portsmouth Ward 5,President,D,Clinton and Kaine,1874
Rockingham,Portsmouth Ward 5,President,G,Stein and Baraka,19
Rockingham,Portsmouth Ward 5,President,A.D.,De La Fuente and Steinberg,0
Rockingham,Portsmouth Ward 5,President,LIB,Johnson and weld,114
Rockingham,Portsmouth Ward 5,President,,Scatter,
Rockingham,Raymond,President,R,Trump and Pence,3151
Rockingham,Raymond,President,D,Clinton and Kaine,1921
Rockingham,Raymond,President,G,Stein and Baraka,49
Rockingham,Raymond,President,A.D.,De La Fuente and Steinberg,3
Rockingham,Raymond,President,LIB,Johnson and weld,224
Rockingham,Raymond,President,,Scatter,
Rockingham,Rye,President,R,Trump and Pence,1579
Rockingham,Rye,President,D,Clinton and Kaine,2211
Rockingham,Rye,President,G,Stein and Baraka,24
Rockingham,Rye,President,A.D.,De La Fuente and Steinberg,1
Rockingham,Rye,President,LIB,Johnson and weld,165
Rockingham,Rye,President,,Scatter,
Rockingham,Salem,President,R,Trump and Pence,9312
Rockingham,Salem,President,D,Clinton and Kaine,6068
Rockingham,Salem,President,G,Stein and Baraka,92
Rockingham,Salem,President,A.D.,De La Fuente and Steinberg,11
Rockingham,Salem,President,LIB,Johnson and weld,503
Rockingham,Salem,President,,Scatter,
Rockingham,Sandown,President,R,Trump and Pence,2144
Rockingham,Sandown,President,D,Clinton and Kaine,1207
Rockingham,Sandown,President,G,Stein and Baraka,23
Rockingham,Sandown,President,A.D.,De La Fuente and Steinberg,5
Rockingham,Sandown,President,LIB,Johnson and weld,178
Rockingham,Sandown,President,,Scatter,
Rockingham,Seabrook,President,R,Trump and Pence,2743
Rockingham,Seabrook,President,D,Clinton and Kaine,1595
Rockingham,Seabrook,President,G,Stein and Baraka,19
Rockingham,Seabrook,President,A.D.,De La Fuente and Steinberg,5
Rockingham,Seabrook,President,LIB,Johnson and weld,132
Rockingham,Seabrook,President,,Scatter,
Rockingham,South Hampton,President,R,Trump and Pence,315
Rockingham,South Hampton,President,D,Clinton and Kaine,246
Rockingham,South Hampton,President,G,Stein and Baraka,3
Rockingham,South Hampton,President,A.D.,De La Fuente and Steinberg,2
Rockingham,South Hampton,President,LIB,Johnson and weld,19
Rockingham,South Hampton,President,,Scatter,
Rockingham,Stratham,President,R,Trump and Pence,2005
Rockingham,Stratham,President,D,Clinton and Kaine,2593
Rockingham,Stratham,President,G,Stein and Baraka,36
Rockingham,Stratham,President,A.D.,De La Fuente and Steinberg,5
Rockingham,Stratham,President,LIB,Johnson and weld,218
Rockingham,Stratham,President,,Scatter,
Rockingham,Windham,President,R,Trump and Pence,4825
Rockingham,Windham,President,D,Clinton and Kaine,3507
Rockingham,Windham,President,G,Stein and Baraka,46
Rockingham,Windham,President,A.D.,De La Fuente and Steinberg,10
Rockingham,Windham,President,LIB,Johnson and weld,372
Rockingham,Windham,President,,Scatter,
Rockingham,TOTALS,President,R,Trump and Pence,90447
Rockingham,TOTALS,President,D,Clinton and Kaine,79994
Rockingham,TOTALS,President,G,Stein and Baraka,1256
Rockingham,TOTALS,President,A.D.,De La Fuente and Steinberg,136
Rockingham,TOTALS,President,LIB,Johnson and weld,7335
Rockingham,TOTALS,President,,Scatter,
Strafford,Barrington,President,R,Trump and Pence,2469
Strafford,Barrington,President,D,Clinton and Kaine,2375
Strafford,Barrington,President,G,Stein and Baraka,65
Strafford,Barrington,President,A.D.,De La Fuente and Steinberg,4
Strafford,Barrington,President,LIB,Johnson and weld,309
Strafford,Barrington,President,,Scatter,
