county,town,office,party,candidate,votes
Rockingham,Rye,Governor,R,Sununu,1982
Rockingham,Rye,Governor,D,Van Ostern,1923
Rockingham,Rye,Governor,LIB,Abramson,103
Rockingham,Rye,Governor,,Scatter,2
Rockingham,Salem,Governor,R,Sununu,9343
Rockingham,Salem,Governor,D,Van Ostern,5516
Rockingham,Salem,Governor,LIB,Abramson,677
Rockingham,Salem,Governor,,Scatter,53
Rockingham,Sandown,Governor,R,Sununu,2100
Rockingham,Sandown,Governor,D,Van Ostern,1167
Rockingham,Sandown,Governor,LIB,Abramson,190
Rockingham,Sandown,Governor,,Scatter,5
Rockingham,Seabrook,Governor,R,Sununu,2520
Rockingham,Seabrook,Governor,D,Van Ostern,1587
Rockingham,Seabrook,Governor,LIB,Abramson,215
Rockingham,Seabrook,Governor,,Scatter,14
Rockingham,South Hampton,Governor,R,Sununu,315
Rockingham,South Hampton,Governor,D,Van Ostern,237
Rockingham,South Hampton,Governor,LIB,Abramson,10
Rockingham,South Hampton,Governor,,Scatter,
Rockingham,Stratham,Governor,R,Sununu,2497
Rockingham,Stratham,Governor,D,Van Ostern,2220
Rockingham,Stratham,Governor,LIB,Abramson,142
Rockingham,Stratham,Governor,,Scatter,
Rockingham,Windham,Governor,R,Sununu,5447
Rockingham,Windham,Governor,D,Van Ostern,2998
Rockingham,Windham,Governor,LIB,Abramson,261
Rockingham,Windham,Governor,,Scatter,24
Rockingham,TOTALS,Governor,R,Sununu,94385
Rockingham,TOTALS,Governor,D,Van Ostern,74076
Rockingham,TOTALS,Governor,LIB,Abramson,7499
Rockingham,TOTALS,Governor,,Scatter,411
Strafford,Barrington,Governor,R,Sununu,2518
Strafford,Barrington,Governor,D,Van Ostern,2368
Strafford,Barrington,Governor,LIB,Abramson,311
Strafford,Barrington,Governor,,Scatter,6
Strafford Sullivan,Dover Ward 1,Governor,R,Sununu,833
Strafford Sullivan,Dover Ward 1,Governor,D,Van Ostern,1810
Strafford Sullivan,Dover Ward 1,Governor,LIB,Abramson,130
Strafford Sullivan,Dover Ward 1,Governor,,Scatter,6
Strafford Sullivan,Dover Ward 2,Governor,R,Sununu,961
Strafford Sullivan,Dover Ward 2,Governor,D,Van Ostern,1809
Strafford Sullivan,Dover Ward 2,Governor,LIB,Abramson,123
Strafford Sullivan,Dover Ward 2,Governor,,Scatter,
Strafford Sullivan,Dover Ward 3,Governor,R,Sununu,1440
Strafford Sullivan,Dover Ward 3,Governor,D,Van Ostern,1846
Strafford Sullivan,Dover Ward 3,Governor,LIB,Abramson,108
Strafford Sullivan,Dover Ward 3,Governor,,Scatter,
Strafford Sullivan,Dover Ward 4,Governor,R,Sununu,1219
Strafford Sullivan,Dover Ward 4,Governor,D,Van Ostern,1720
Strafford Sullivan,Dover Ward 4,Governor,LIB,Abramson,125
Strafford Sullivan,Dover Ward 4,Governor,,Scatter,11
Strafford Sullivan,Dover Ward 5,Governor,R,Sununu,1027
Strafford Sullivan,Dover Ward 5,Governor,D,Van Ostern,1353
Strafford Sullivan,Dover Ward 5,Governor,LIB,Abramson,117
Strafford Sullivan,Dover Ward 5,Governor,,Scatter,10
Strafford Sullivan,Dover Ward 6,Governor,R,Sununu,1084
Strafford Sullivan,Dover Ward 6,Governor,D,Van Ostern,1172
Strafford Sullivan,Dover Ward 6,Governor,LIB,Abramson,81
Strafford Sullivan,Dover Ward 6,Governor,,Scatter,7
Strafford Sullivan,Durham,Governor,R,Sununu,2913
Strafford Sullivan,Durham,Governor,D,Van Ostern,5896
Strafford Sullivan,Durham,Governor,LIB,Abramson,275
Strafford Sullivan,Durham,Governor,,Scatter,25
Strafford Sullivan,Farmington,Governor,R,Sununu,1656
Strafford Sullivan,Farmington,Governor,D,Van Ostern,1206
Strafford Sullivan,Farmington,Governor,LIB,Abramson,167
Strafford Sullivan,Farmington,Governor,,Scatter,17
Strafford Sullivan,Lee,Governor,R,Sununu,965
Strafford Sullivan,Lee,Governor,D,Van Ostern,1532
Strafford Sullivan,Lee,Governor,LIB,Abramson,112
Strafford Sullivan,Lee,Governor,,Scatter,
Strafford Sullivan,Madbury,Governor,R,Sununu,474
Strafford Sullivan,Madbury,Governor,D,Van Ostern,622
Strafford Sullivan,Madbury,Governor,LIB,Abramson,36
Strafford Sullivan,Madbury,Governor,,Scatter,
Strafford Sullivan,Middleton,Governor,R,Sununu,507
Strafford Sullivan,Middleton,Governor,D,Van Ostern,325
Strafford Sullivan,Middleton,Governor,LIB,Abramson,65
Strafford Sullivan,Middleton,Governor,,Scatter,3
Strafford Sullivan,Milton,Governor,R,Sununu,1274
Strafford Sullivan,Milton,Governor,D,Van Ostern,883
Strafford Sullivan,Milton,Governor,LIB,Abramson,114
Strafford Sullivan,Milton,Governor,,Scatter,10
Strafford Sullivan,New Durham,Governor,R,Sununu,939
Strafford Sullivan,New Durham,Governor,D,Van Ostern,613
Strafford Sullivan,New Durham,Governor,LIB,Abramson,95
Strafford Sullivan,New Durham,Governor,,Scatter,3
Strafford Sullivan,Rochester Ward 1,Governor,R,Sununu,1330
Strafford Sullivan,Rochester Ward 1,Governor,D,Van Ostern,1121
Strafford Sullivan,Rochester Ward 1,Governor,LIB,Abramson,144
Strafford Sullivan,Rochester Ward 1,Governor,,Scatter,6
Strafford Sullivan,Rochester Ward 2,Governor,R,Sununu,1414
Strafford Sullivan,Rochester Ward 2,Governor,D,Van Ostern,1141
Strafford Sullivan,Rochester Ward 2,Governor,LIB,Abramson,136
Strafford Sullivan,Rochester Ward 2,Governor,,Scatter,7
Strafford Sullivan,Rochester Ward 3,Governor,R,Sununu,1313
Strafford Sullivan,Rochester Ward 3,Governor,D,Van Ostern,1060
Strafford Sullivan,Rochester Ward 3,Governor,LIB,Abramson,146
Strafford Sullivan,Rochester Ward 3,Governor,,Scatter,9
Strafford Sullivan,Rochester Ward 4,Governor,R,Sununu,1116
Strafford Sullivan,Rochester Ward 4,Governor,D,Van Ostern,1101
Strafford Sullivan,Rochester Ward 4,Governor,LIB,Abramson,138
Strafford Sullivan,Rochester Ward 4,Governor,,Scatter,8
Strafford Sullivan,Rochester Ward 5,Governor,R,Sununu,1300
Strafford Sullivan,Rochester Ward 5,Governor,D,Van Ostern,1069
Strafford Sullivan,Rochester Ward 5,Governor,LIB,Abramson,132
Strafford Sullivan,Rochester Ward 5,Governor,,Scatter,8
Strafford Sullivan,Rochester Ward 6,Governor,R,Sununu,928
Strafford Sullivan,Rochester Ward 6,Governor,D,Van Ostern,968
Strafford Sullivan,Rochester Ward 6,Governor,LIB,Abramson,152
Strafford Sullivan,Rochester Ward 6,Governor,,Scatter,9
Strafford Sullivan,Rollinsford,Governor,R,Sununu,753
Strafford Sullivan,Rollinsford,Governor,D,Van Ostern,764
Strafford Sullivan,Rollinsford,Governor,LIB,Abramson,62
Strafford Sullivan,Rollinsford,Governor,,Scatter,3
Strafford Sullivan,Somersworth Ward 1,Governor,R,Sununu,620
Strafford Sullivan,Somersworth Ward 1,Governor,D,Van Ostern,682
Strafford Sullivan,Somersworth Ward 1,Governor,LIB,Abramson,69
Strafford Sullivan,Somersworth Ward 1,Governor,,Scatter,4
Strafford Sullivan,Somersworth Ward 2,Governor,R,Sununu,471
Strafford Sullivan,Somersworth Ward 2,Governor,D,Van Ostern,530
Strafford Sullivan,Somersworth Ward 2,Governor,LIB,Abramson,52
Strafford Sullivan,Somersworth Ward 2,Governor,,Scatter,3
Strafford Sullivan,Somersworth Ward 3,Governor,R,Sununu,487
Strafford Sullivan,Somersworth Ward 3,Governor,D,Van Ostern,517
Strafford Sullivan,Somersworth Ward 3,Governor,LIB,Abramson,45
Strafford Sullivan,Somersworth Ward 3,Governor,,Scatter,4
Strafford Sullivan,Somersworth Ward 4,Governor,R,Sununu,423
Strafford Sullivan,Somersworth Ward 4,Governor,D,Van Ostern,527
Strafford Sullivan,Somersworth Ward 4,Governor,LIB,Abramson,51
Strafford Sullivan,Somersworth Ward 4,Governor,,Scatter,
Strafford Sullivan,Somersworth Ward 5,Governor,R,Sununu,307
Strafford Sullivan,Somersworth Ward 5,Governor,D,Van Ostern,410
Strafford Sullivan,Somersworth Ward 5,Governor,LIB,Abramson,51
Strafford Sullivan,Somersworth Ward 5,Governor,,Scatter,1
Strafford Sullivan,Strafford,Governor,R,Sununu,1306
Strafford Sullivan,Strafford,Governor,D,Van Ostern,1128
Strafford Sullivan,Strafford,Governor,LIB,Abramson,91
Strafford Sullivan,Strafford,Governor,,Scatter,4
Strafford Sullivan,TOTALS,Governor,R,Sununu,29578
Strafford Sullivan,TOTALS,Governor,D,Van Ostern,34173
Strafford Sullivan,TOTALS,Governor,LIB,Abramson,3128
Strafford Sullivan,TOTALS,Governor,,Scatter,164
Strafford Sullivan,Acworth,Governor,R,Sununu,242
Strafford Sullivan,Acworth,Governor,D,Van Ostern,283
Strafford Sullivan,Acworth,Governor,LIB,Abramson,25
Strafford Sullivan,Acworth,Governor,,Scatter,2
Strafford Sullivan,Charlestown,Governor,R,Sununu,1070
Strafford Sullivan,Charlestown,Governor,D,Van Ostern,1136
Strafford Sullivan,Charlestown,Governor,LIB,Abramson,122
Strafford Sullivan,Charlestown,Governor,,Scatter,5
Strafford Sullivan,Claremont Ward 1,Governor,R,Sununu,696
Strafford Sullivan,Claremont Ward 1,Governor,D,Van Ostern,701
Strafford Sullivan,Claremont Ward 1,Governor,LIB,Abramson,112
Strafford Sullivan,Claremont Ward 1,Governor,,Scatter,6
Strafford Sullivan,Claremont Ward 2,Governor,R,Sununu,1046
Strafford Sullivan,Claremont Ward 2,Governor,D,Van Ostern,981
Strafford Sullivan,Claremont Ward 2,Governor,LIB,Abramson,99
Strafford Sullivan,Claremont Ward 2,Governor,,Scatter,1
Strafford Sullivan,Claremont Ward 3,Governor,R,Sununu,885
Strafford Sullivan,Claremont Ward 3,Governor,D,Van Ostern,872
Strafford Sullivan,Claremont Ward 3,Governor,LIB,Abramson,71
Strafford Sullivan,Claremont Ward 3,Governor,,Scatter,6
Strafford Sullivan,Cornish,Governor,R,Sununu,430
Strafford Sullivan,Cornish,Governor,D,Van Ostern,551
Strafford Sullivan,Cornish,Governor,LIB,Abramson,38
Strafford Sullivan,Cornish,Governor,,Scatter,2
Strafford Sullivan,Croydon,Governor,R,Sununu,242
Strafford Sullivan,Croydon,Governor,D,Van Ostern,150
Strafford Sullivan,Croydon,Governor,LIB,Abramson,28
Strafford Sullivan,Croydon,Governor,,Scatter,2
Strafford Sullivan,Goshen,Governor,R,Sununu,242
Strafford Sullivan,Goshen,Governor,D,Van Ostern,164
Strafford Sullivan,Goshen,Governor,LIB,Abramson,20
Strafford Sullivan,Goshen,Governor,,Scatter,3
Strafford Sullivan,Grantham,Governor,R,Sununu,855
Strafford Sullivan,Grantham,Governor,D,Van Ostern,1162
Strafford Sullivan,Grantham,Governor,LIB,Abramson,48
Strafford Sullivan,Grantham,Governor,,Scatter,4
Strafford Sullivan,Langdon,Governor,R,Sununu,202
Strafford Sullivan,Langdon,Governor,D,Van Ostern,179
Strafford Sullivan,Langdon,Governor,LIB,Abramson,6
Strafford Sullivan,Langdon,Governor,,Scatter,
Strafford Sullivan,Lempster,Governor,R,Sununu,388
Strafford Sullivan,Lempster,Governor,D,Van Ostern,231
Strafford Sullivan,Lempster,Governor,LIB,Abramson,20
Strafford Sullivan,Lempster,Governor,,Scatter,
Strafford Sullivan,Newport,Governor,R,Sununu,1600
Strafford Sullivan,Newport,Governor,D,Van Ostern,1122
Strafford Sullivan,Newport,Governor,LIB,Abramson,169
Strafford Sullivan,Newport,Governor,,Scatter,9
Strafford Sullivan,Plainfield,Governor,R,Sununu,528
Strafford Sullivan,Plainfield,Governor,D,Van Ostern,888
Strafford Sullivan,Plainfield,Governor,LIB,Abramson,49
Strafford Sullivan,Plainfield,Governor,,Scatter,
Strafford Sullivan,Springfield,Governor,R,Sununu,419
Strafford Sullivan,Springfield,Governor,D,Van Ostern,340
Strafford Sullivan,Springfield,Governor,LIB,Abramson,44
Strafford Sullivan,Springfield,Governor,,Scatter,2
Strafford Sullivan,Sunapee,Governor,R,Sununu,1122
Strafford Sullivan,Sunapee,Governor,D,Van Ostern,892
Strafford Sullivan,Sunapee,Governor,LIB,Abramson,89
Strafford Sullivan,Sunapee,Governor,,Scatter,6
Strafford Sullivan,Unity,Governor,R,Sununu,401
Strafford Sullivan,Unity,Governor,D,Van Ostern,334
Strafford Sullivan,Unity,Governor,LIB,Abramson,33
Strafford Sullivan,Unity,Governor,,Scatter,6
Strafford Sullivan,Washington,Governor,R,Sununu,397
Strafford Sullivan,Washington,Governor,D,Van Ostern,258
Strafford Sullivan,Washington,Governor,LIB,Abramson,22
Strafford Sullivan,Washington,Governor,,Scatter,3
Strafford Sullivan,TOTALS,Governor,R,Sununu,10765
Strafford Sullivan,TOTALS,Governor,D,Van Ostern,10244
Strafford Sullivan,TOTALS,Governor,LIB,Abramson,995
Strafford Sullivan,TOTALS,Governor,,Scatter,57
Belknap,Belknap,Governor,R,Chris Sununu,18798
Belknap,Belknap,Governor,D,Colin Van Ostern,14069
Belknap,Belknap,Governor,LIB,Max Abramson,1403
Belknap,Belknap,Governor,,Scatter,94
Belknap,Carroll,Governor,R,Chris Sununu,15192
Belknap,Carroll,Governor,D,Colin Van Ostern,12503
Belknap,Carroll,Governor,LIB,Max Abramson,1126
Belknap,Carroll,Governor,,Scatter,58
Belknap,Cheshire,Governor,R,Chris Sununu,17107
Belknap,Cheshire,Governor,D,Colin Van Ostern,21471
Belknap,Cheshire,Governor,LIB,Max Abramson,1802
Belknap,Cheshire,Governor,,Scatter,114
Belknap,Coos,Governor,R,Chris Sununu,7424
Belknap,Coos,Governor,D,Colin Van Ostern,7006
Belknap,Coos,Governor,LIB,Max Abramson,702
Belknap,Coos,Governor,,Scatter,51
Belknap,Grafton,Governor,R,Chris Sununu,19685
Belknap,Grafton,Governor,D,Colin Van Ostern,27621
Belknap,Grafton,Governor,LIB,Max Abramson,2215
Belknap,Grafton,Governor,,Scatter,122
Belknap,Hillsborough,Governor,R,Chris Sununu,103811
Belknap,Hillsborough,Governor,D,Colin Van Ostern,95231
Belknap,Hillsborough,Governor,LIB,Max Abramson,9128
Belknap,Hillsborough,Governor,,Scatter,698
Belknap,Merrimack,Governor,R,Chris Sununu,37295
Belknap,Merrimack,Governor,D,Colin Van Ostern,41195
Belknap,Merrimack,Governor,LIB,Max Abramson,3245
Belknap,Merrimack,Governor,,Scatter,222
Belknap,Rockingham,Governor,R,Chris Sununu,94385
Belknap,Rockingham,Governor,D,Colin Van Ostern,74076
Belknap,Rockingham,Governor,LIB,Max Abramson,7499
Belknap,Rockingham,Governor,,Scatter,411
Belknap,Strafford,Governor,R,Chris Sununu,29578
Belknap,Strafford,Governor,D,Colin Van Ostern,34173
Belknap,Strafford,Governor,LIB,Max Abramson,3128
Belknap,Strafford,Governor,,Scatter,164
Belknap,Sullivan,Governor,R,Chris Sununu,10765
Belknap,Sullivan,Governor,D,Colin Van Ostern,10244
Belknap,Sullivan,Governor,LIB,Max Abramson,995
Belknap,Sullivan,Governor,,Scatter,57
Belknap,TOTALS,Governor,R,Chris Sununu,354040
Belknap,TOTALS,Governor,D,Colin Van Ostern,337589
Belknap,TOTALS,Governor,LIB,Max Abramson,31243
Belknap,TOTALS,Governor,,Scatter,1991
Belknap,Belknap County,Governor,R,Chris Sununu,"Sununu, r"
Belknap,Belknap County,Governor,D,Colin Van Ostern,"Van Ostern, d"
Belknap,Belknap County,Governor,LIB,Max Abramson,"Abramson, lib"
Belknap,Belknap County,Governor,,Scatter,Scatter
Belknap,Alton,Governor,R,Chris Sununu,2166
Belknap,Alton,Governor,D,Colin Van Ostern,1163
Belknap,Alton,Governor,LIB,Max Abramson,135
Belknap,Alton,Governor,,Scatter,14
Belknap,Barnstead,Governor,R,Chris Sununu,1454
Belknap,Barnstead,Governor,D,Colin Van Ostern,1017
Belknap,Barnstead,Governor,LIB,Max Abramson,116
Belknap,Barnstead,Governor,,Scatter,0
Belknap,Belmont,Governor,R,Chris Sununu,2045
Belknap,Belmont,Governor,D,Colin Van Ostern,1411
Belknap,Belmont,Governor,LIB,Max Abramson,169
Belknap,Belmont,Governor,,Scatter,10
Belknap,Center Harbor,Governor,R,Chris Sununu,383
Belknap,Center Harbor,Governor,D,Colin Van Ostern,306
Belknap,Center Harbor,Governor,LIB,Max Abramson,21
Belknap,Center Harbor,Governor,,Scatter,2
Belknap,Gilford,Governor,R,Chris Sununu,2552
Belknap,Gilford,Governor,D,Colin Van Ostern,1909
Belknap,Gilford,Governor,LIB,Max Abramson,163
Belknap,Gilford,Governor,,Scatter,12
Belknap,Gilmanton,Governor,R,Chris Sununu,1241
Belknap,Gilmanton,Governor,D,Colin Van Ostern,867
Belknap,Gilmanton,Governor,LIB,Max Abramson,100
Belknap,Gilmanton,Governor,,Scatter,4
Belknap,Laconia Ward 1,Governor,R,Chris Sununu,891
Belknap,Laconia Ward 1,Governor,D,Colin Van Ostern,615
Belknap,Laconia Ward 1,Governor,LIB,Max Abramson,52
Belknap,Laconia Ward 1,Governor,,Scatter,3
Belknap,Laconia Ward 2,Governor,R,Chris Sununu,582
Belknap,Laconia Ward 2,Governor,D,Colin Van Ostern,469
Belknap,Laconia Ward 2,Governor,LIB,Max Abramson,78
Belknap,Laconia Ward 2,Governor,,Scatter,0
Belknap,Laconia Ward 3,Governor,R,Chris Sununu,625
Belknap,Laconia Ward 3,Governor,D,Colin Van Ostern,628
Belknap,Laconia Ward 3,Governor,LIB,Max Abramson,49
Belknap,Laconia Ward 3,Governor,,Scatter,1
Belknap,Laconia Ward 4,Governor,R,Chris Sununu,585
Belknap,Laconia Ward 4,Governor,D,Colin Van Ostern,544
Belknap,Laconia Ward 4,Governor,LIB,Max Abramson,56
Belknap,Laconia Ward 4,Governor,,Scatter,5
Belknap,Laconia Ward 5,Governor,R,Chris Sununu,523
Belknap,Laconia Ward 5,Governor,D,Colin Van Ostern,430
Belknap,Laconia Ward 5,Governor,LIB,Max Abramson,59
Belknap,Laconia Ward 5,Governor,,Scatter,10
Belknap,Laconia Ward 6,Governor,R,Chris Sununu,988
Belknap,Laconia Ward 6,Governor,D,Colin Van Ostern,719
Belknap,Laconia Ward 6,Governor,LIB,Max Abramson,59
Belknap,Laconia Ward 6,Governor,,Scatter,7
Belknap,Meredith,Governor,R,Chris Sununu,2208
Belknap,Meredith,Governor,D,Colin Van Ostern,1706
Belknap,Meredith,Governor,LIB,Max Abramson,122
Belknap,Meredith,Governor,,Scatter,9
Belknap,New Hampton,Governor,R,Chris Sununu,704
Belknap,New Hampton,Governor,D,Colin Van Ostern,589
Belknap,New Hampton,Governor,LIB,Max Abramson,56
Belknap,New Hampton,Governor,,Scatter,3
Belknap,Sanbornton,Governor,R,Chris Sununu,977
Belknap,Sanbornton,Governor,D,Colin Van Ostern,828
Belknap,Sanbornton,Governor,LIB,Max Abramson,76
Belknap,Sanbornton,Governor,,Scatter,6
Belknap,Tilton,Governor,R,Chris Sununu,874
Belknap,Tilton,Governor,D,Colin Van Ostern,868
Belknap,Tilton,Governor,LIB,Max Abramson,92
Belknap,Tilton,Governor,,Scatter,8
Belknap,TOTALS,Governor,R,Chris Sununu,18798
Belknap,TOTALS,Governor,D,Colin Van Ostern,14069
Belknap,TOTALS,Governor,LIB,Max Abramson,1403
Belknap,TOTALS,Governor,,Scatter,94
Belknap,correction submitted by clerk,Governor,R,Chris Sununu,
Belknap,correction submitted by clerk,Governor,D,Colin Van Ostern,
Belknap,correction submitted by clerk,Governor,LIB,Max Abramson,
Belknap,correction submitted by clerk,Governor,,Scatter,
Belknap,Belknap,USS,R,Kelly Ayotte,18710
Belknap,Belknap,USS,D,Maggie Hassan,14743
Belknap,Belknap,USS,LIB,Brian Chabot,536
Belknap,Belknap,USS,IND,Aaron Day,820
Belknap,Belknap,USS,,Scatter,27
Belknap,Carroll,USS,R,Kelly Ayotte,14838
Belknap,Carroll,USS,D,Maggie Hassan,13431
Belknap,Carroll,USS,LIB,Brian Chabot,394
Belknap,Carroll,USS,IND,Aaron Day,669
Belknap,Carroll,USS,,Scatter,16
Belknap,Cheshire,USS,R,Kelly Ayotte,16741
Belknap,Cheshire,USS,D,Maggie Hassan,22809
Belknap,Cheshire,USS,LIB,Brian Chabot,791
Belknap,Cheshire,USS,IND,Aaron Day,1111
Belknap,Cheshire,USS,,Scatter,20
Belknap,Coos,USS,R,Kelly Ayotte,7539
Belknap,Coos,USS,D,Maggie Hassan,7340
Belknap,Coos,USS,LIB,Brian Chabot,231
Belknap,Coos,USS,IND,Aaron Day,365
Belknap,Coos,USS,,Scatter,18
Belknap,Grafton,USS,R,Kelly Ayotte,20679
Belknap,Grafton,USS,D,Maggie Hassan,28127
Belknap,Grafton,USS,LIB,Brian Chabot,865
Belknap,Grafton,USS,IND,Aaron Day,1120
Belknap,Grafton,USS,,Scatter,30
Belknap,Hillsborough,USS,R,Kelly Ayotte,105156
Belknap,Hillsborough,USS,D,Maggie Hassan,98727
Belknap,Hillsborough,USS,LIB,Brian Chabot,3829
Belknap,Hillsborough,USS,IND,Aaron Day,5210
Belknap,Hillsborough,USS,,Scatter,131
Belknap,Merrimack,USS,R,Kelly Ayotte,38540
Belknap,Merrimack,USS,D,Maggie Hassan,41412
Belknap,Merrimack,USS,LIB,Brian Chabot,1225
Belknap,Merrimack,USS,IND,Aaron Day,1737
Belknap,Merrimack,USS,,Scatter,68
Belknap,Rockingham,USS,R,Kelly Ayotte,91361
Belknap,Rockingham,USS,D,Maggie Hassan,81343
Belknap,Rockingham,USS,LIB,Brian Chabot,2986
Belknap,Rockingham,USS,IND,Aaron Day,4438
Belknap,Rockingham,USS,,Scatter,122
Belknap,Strafford,USS,R,Kelly Ayotte,29419
Belknap,Strafford,USS,D,Maggie Hassan,36023
Belknap,Strafford,USS,LIB,Brian Chabot,1281
Belknap,Strafford,USS,IND,Aaron Day,1654
Belknap,Strafford,USS,,Scatter,65
Belknap,Sullivan,USS,R,Kelly Ayotte,10649
Belknap,Sullivan,USS,D,Maggie Hassan,10694
Belknap,Sullivan,USS,LIB,Brian Chabot,459
Belknap,Sullivan,USS,IND,Aaron Day,618
Belknap,Sullivan,USS,,Scatter,23
Belknap,TOTALS,USS,R,Kelly Ayotte,353632
Belknap,TOTALS,USS,D,Maggie Hassan,354649
Belknap,TOTALS,USS,LIB,Brian Chabot,12597
Belknap,TOTALS,USS,IND,Aaron Day,17742
Belknap,TOTALS,USS,,Scatter,520
Belknap,correction received from clerk,USS,R,Kelly Ayotte,
Belknap,correction received from clerk,USS,D,Maggie Hassan,
Belknap,correction received from clerk,USS,LIB,Brian Chabot,
Belknap,correction received from clerk,USS,IND,Aaron Day,
Belknap,correction received from clerk,USS,,Scatter,
Belknap,Belknap County,USS,R,Kelly Ayotte,"Ayotte, r"
Belknap,Belknap County,USS,D,Maggie Hassan,"Hassan, d"
Belknap,Belknap County,USS,LIB,Brian Chabot,"Chabot, lib"
Belknap,Belknap County,USS,IND,Aaron Day,"Day, ind"
Belknap,Belknap County,USS,,Scatter,Scatter
Belknap,Alton,USS,R,Kelly Ayotte,2204
Belknap,Alton,USS,D,Maggie Hassan,1192
Belknap,Alton,USS,LIB,Brian Chabot,49
Belknap,Alton,USS,IND,Aaron Day,69
Belknap,Alton,USS,,Scatter,
Belknap,Barnstead,USS,R,Kelly Ayotte,1454
Belknap,Barnstead,USS,D,Maggie Hassan,1033
Belknap,Barnstead,USS,LIB,Brian Chabot,52
Belknap,Barnstead,USS,IND,Aaron Day,62
Belknap,Barnstead,USS,,Scatter,
Belknap,Belmont,USS,R,Kelly Ayotte,2008
Belknap,Belmont,USS,D,Maggie Hassan,1503
Belknap,Belmont,USS,LIB,Brian Chabot,69
Belknap,Belmont,USS,IND,Aaron Day,106
Belknap,Belmont,USS,,Scatter,4
Belknap,Center Harbor,USS,R,Kelly Ayotte,367
Belknap,Center Harbor,USS,D,Maggie Hassan,328
Belknap,Center Harbor,USS,LIB,Brian Chabot,15
Belknap,Center Harbor,USS,IND,Aaron Day,12
Belknap,Center Harbor,USS,,Scatter,2
Belknap,Gilford,USS,R,Kelly Ayotte,2497
Belknap,Gilford,USS,D,Maggie Hassan,2065
Belknap,Gilford,USS,LIB,Brian Chabot,53
Belknap,Gilford,USS,IND,Aaron Day,83
Belknap,Gilford,USS,,Scatter,2
Belknap,Gilmanton,USS,R,Kelly Ayotte,1241
Belknap,Gilmanton,USS,D,Maggie Hassan,898
Belknap,Gilmanton,USS,LIB,Brian Chabot,44
Belknap,Gilmanton,USS,IND,Aaron Day,76
Belknap,Gilmanton,USS,,Scatter,2
Belknap,Laconia Ward 1,USS,R,Kelly Ayotte,879
Belknap,Laconia Ward 1,USS,D,Maggie Hassan,661
Belknap,Laconia Ward 1,USS,LIB,Brian Chabot,20
Belknap,Laconia Ward 1,USS,IND,Aaron Day,26
Belknap,Laconia Ward 1,USS,,Scatter,2
Belknap,Laconia Ward 2,USS,R,Kelly Ayotte,571
Belknap,Laconia Ward 2,USS,D,Maggie Hassan,518
Belknap,Laconia Ward 2,USS,LIB,Brian Chabot,22
Belknap,Laconia Ward 2,USS,IND,Aaron Day,37
Belknap,Laconia Ward 2,USS,,Scatter,
Belknap,Laconia Ward 3,USS,R,Kelly Ayotte,629
Belknap,Laconia Ward 3,USS,D,Maggie Hassan,658
Belknap,Laconia Ward 3,USS,LIB,Brian Chabot,21
Belknap,Laconia Ward 3,USS,IND,Aaron Day,21
Belknap,Laconia Ward 3,USS,,Scatter,4
Belknap,Laconia Ward 4,USS,R,Kelly Ayotte,555
Belknap,Laconia Ward 4,USS,D,Maggie Hassan,600
Belknap,Laconia Ward 4,USS,LIB,Brian Chabot,12
Belknap,Laconia Ward 4,USS,IND,Aaron Day,35
Belknap,Laconia Ward 4,USS,,Scatter,3
Belknap,Laconia Ward 5,USS,R,Kelly Ayotte,479
Belknap,Laconia Ward 5,USS,D,Maggie Hassan,481
Belknap,Laconia Ward 5,USS,LIB,Brian Chabot,18
Belknap,Laconia Ward 5,USS,IND,Aaron Day,52
Belknap,Laconia Ward 5,USS,,Scatter,2
Belknap,Laconia Ward 6,USS,R,Kelly Ayotte,957
Belknap,Laconia Ward 6,USS,D,Maggie Hassan,772
Belknap,Laconia Ward 6,USS,LIB,Brian Chabot,19
Belknap,Laconia Ward 6,USS,IND,Aaron Day,41
Belknap,Laconia Ward 6,USS,,Scatter,2
Belknap,Meredith,USS,R,Kelly Ayotte,2232
Belknap,Meredith,USS,D,Maggie Hassan,1761
Belknap,Meredith,USS,LIB,Brian Chabot,51
Belknap,Meredith,USS,IND,Aaron Day,63
Belknap,Meredith,USS,,Scatter,
Belknap,New Hampton,USS,R,Kelly Ayotte,741
Belknap,New Hampton,USS,D,Maggie Hassan,561
Belknap,New Hampton,USS,LIB,Brian Chabot,27
Belknap,New Hampton,USS,IND,Aaron Day,32
Belknap,New Hampton,USS,,Scatter,1
Belknap,Sanbornton,USS,R,Kelly Ayotte,995
Belknap,Sanbornton,USS,D,Maggie Hassan,840
Belknap,Sanbornton,USS,LIB,Brian Chabot,33
Belknap,Sanbornton,USS,IND,Aaron Day,52
Belknap,Sanbornton,USS,,Scatter,
Belknap,Tilton,USS,R,Kelly Ayotte,901
Belknap,Tilton,USS,D,Maggie Hassan,872
Belknap,Tilton,USS,LIB,Brian Chabot,31
Belknap,Tilton,USS,IND,Aaron Day,53
Belknap,Tilton,USS,,Scatter,3
Belknap,TOTALS,USS,R,Kelly Ayotte,18710
Belknap,TOTALS,USS,D,Maggie Hassan,14743
Belknap,TOTALS,USS,LIB,Brian Chabot,536
Belknap,TOTALS,USS,IND,Aaron Day,820
Belknap,TOTALS,USS,,Scatter,27
Carroll,Albany,USS,R,Ayotte,174
